Z_7,gene,abs_loading,factor
-0.36224878,ENSG00000171617.15,0.36224878,Z_7
-0.26603085,ENSG00000198162.12,0.26603085,Z_7
-0.26421505,ENSG00000007306.15,0.26421505,Z_7
-0.2640275,ENSG00000007952.18,0.2640275,Z_7
-0.23334613,ENSG00000170606.15,0.23334613,Z_7
-0.23169975,ENSG00000119969.15,0.23169975,Z_7
-0.2234716,ENSG00000188373.5,0.2234716,Z_7
-0.2211803,ENSG00000211897.9,0.2211803,Z_7
-0.21020517,ENSG00000114315.4,0.21020517,Z_7
-0.20950682,ENSG00000164266.11,0.20950682,Z_7
-0.20752974,ENSG00000117523.17,0.20752974,Z_7
-0.20713606,ENSG00000116285.13,0.20713606,Z_7
-0.20688322,ENSG00000164494.12,0.20688322,Z_7
-0.19358088,ENSG00000104714.14,0.19358088,Z_7
-0.1908075,ENSG00000173890.17,0.1908075,Z_7
-0.18914892,ENSG00000091138.13,0.18914892,Z_7
-0.18741758,ENSG00000196975.16,0.18741758,Z_7
-0.17964394,ENSG00000126003.7,0.17964394,Z_7
-0.17568986,ENSG00000136104.21,0.17568986,Z_7
-0.17114288,ENSG00000127324.9,0.17114288,Z_7
-0.16932407,ENSG00000118971.9,0.16932407,Z_7
-0.16725622,ENSG00000121316.11,0.16725622,Z_7
-0.16653508,ENSG00000151882.11,0.16653508,Z_7
-0.16414975,ENSG00000211896.7,0.16414975,Z_7
-0.16259609,ENSG00000173230.15,0.16259609,Z_7
-0.1601085,ENSG00000101337.16,0.1601085,Z_7
-0.15838663,ENSG00000103197.18,0.15838663,Z_7
-0.15783054,ENSG00000078401.7,0.15783054,Z_7
-0.15724744,ENSG00000136826.15,0.15724744,Z_7
-0.15692942,ENSG00000106299.8,0.15692942,Z_7
-0.15666178,ENSG00000214078.13,0.15666178,Z_7
-0.15649481,ENSG00000166913.13,0.15649481,Z_7
-0.15597384,ENSG00000182307.14,0.15597384,Z_7
-0.15396754,ENSG00000176171.11,0.15396754,Z_7
-0.15386952,ENSG00000170231.16,0.15386952,Z_7
-0.15029652,ENSG00000204389.10,0.15029652,Z_7
-0.15007769,ENSG00000177189.14,0.15007769,Z_7
-0.15003206,ENSG00000211892.4,0.15003206,Z_7
-0.14836945,ENSG00000148700.15,0.14836945,Z_7
-0.14707628,ENSG00000272398.6,0.14707628,Z_7
-0.14691083,ENSG00000141429.14,0.14691083,Z_7
-0.1455854,ENSG00000134531.10,0.1455854,Z_7
-0.14388745,ENSG00000138134.12,0.14388745,Z_7
-0.14218776,ENSG00000006327.14,0.14218776,Z_7
-0.14160562,ENSG00000069329.18,0.14160562,Z_7
-0.14110495,ENSG00000118482.12,0.14110495,Z_7
-0.14016598,ENSG00000134905.17,0.14016598,Z_7
-0.14003307,ENSG00000078804.13,0.14003307,Z_7
-0.13813756,ENSG00000101443.18,0.13813756,Z_7
-0.13727002,ENSG00000135624.16,0.13727002,Z_7
