Z_8,gene,abs_loading,factor
0.39200097,ENSG00000163993.7,0.39200097,Z_8
0.38460243,ENSG00000114315.4,0.38460243,Z_8
0.35912198,ENSG00000130513.6,0.35912198,Z_8
0.33109617,ENSG00000104671.8,0.33109617,Z_8
0.32316175,ENSG00000198695.2,0.32316175,Z_8
0.3095075,ENSG00000166165.13,0.3095075,Z_8
0.2883739,ENSG00000171345.13,0.2883739,Z_8
0.2830234,ENSG00000115828.17,0.2830234,Z_8
0.27057683,ENSG00000183036.11,0.27057683,Z_8
0.26897645,ENSG00000079385.23,0.26897645,Z_8
0.2632529,ENSG00000177984.7,0.2632529,Z_8
0.25830847,ENSG00000130707.18,0.25830847,Z_8
0.25127584,ENSG00000118971.9,0.25127584,Z_8
0.243699,ENSG00000147872.10,0.243699,Z_8
0.2396967,ENSG00000188257.12,0.2396967,Z_8
0.23274876,ENSG00000244509.4,0.23274876,Z_8
0.22920012,ENSG00000164104.12,0.22920012,Z_8
0.22882825,ENSG00000159182.5,0.22882825,Z_8
0.22825193,ENSG00000122711.9,0.22825193,Z_8
0.22728884,ENSG00000198431.16,0.22728884,Z_8
0.22589602,ENSG00000070501.12,0.22589602,Z_8
0.22396687,ENSG00000102471.14,0.22396687,Z_8
0.22334051,ENSG00000160182.3,0.22334051,Z_8
0.22218378,ENSG00000214022.12,0.22218378,Z_8
0.22214247,ENSG00000138771.16,0.22214247,Z_8
0.21639054,ENSG00000124102.5,0.21639054,Z_8
0.21475057,ENSG00000134294.14,0.21475057,Z_8
0.21449041,ENSG00000164924.18,0.21449041,Z_8
0.21422148,ENSG00000124225.16,0.21422148,Z_8
0.21222517,ENSG00000134905.17,0.21222517,Z_8
0.20914675,ENSG00000159388.6,0.20914675,Z_8
0.20650068,ENSG00000133106.15,0.20650068,Z_8
0.20174927,ENSG00000071127.17,0.20174927,Z_8
0.20150515,ENSG00000160180.17,0.20150515,Z_8
0.20149271,ENSG00000185201.17,0.20149271,Z_8
0.1982795,ENSG00000135373.13,0.1982795,Z_8
0.19587561,ENSG00000214049.8,0.19587561,Z_8
0.19214799,ENSG00000183844.17,0.19214799,Z_8
0.19099958,ENSG00000136997.21,0.19099958,Z_8
0.18876402,ENSG00000150687.12,0.18876402,Z_8
0.1872869,ENSG00000167747.15,0.1872869,Z_8
0.18714151,ENSG00000206503.13,0.18714151,Z_8
0.18705633,ENSG00000177685.17,0.18705633,Z_8
0.18576807,ENSG00000115866.11,0.18576807,Z_8
0.18191452,ENSG00000171617.15,0.18191452,Z_8
0.1816812,ENSG00000102554.14,0.1816812,Z_8
0.17980458,ENSG00000103534.17,0.17980458,Z_8
0.17920268,ENSG00000167183.3,0.17920268,Z_8
0.1782171,ENSG00000118689.15,0.1782171,Z_8
0.17675711,ENSG00000135046.14,0.17675711,Z_8
