Z_13,gene,abs_loading,factor
-0.41760382,ENSG00000101353.15,0.41760382,Z_13
-0.3834434,ENSG00000120509.11,0.3834434,Z_13
-0.36510235,ENSG00000113810.16,0.36510235,Z_13
-0.3562317,ENSG00000178913.8,0.3562317,Z_13
-0.3328182,ENSG00000120708.17,0.3328182,Z_13
-0.32896683,ENSG00000171848.16,0.32896683,Z_13
-0.32593152,ENSG00000104671.8,0.32593152,Z_13
-0.32571417,ENSG00000087586.18,0.32571417,Z_13
-0.3188206,ENSG00000100526.20,0.3188206,Z_13
-0.30825698,ENSG00000134057.15,0.30825698,Z_13
-0.30338967,ENSG00000112562.19,0.30338967,Z_13
-0.3029775,ENSG00000121316.11,0.3029775,Z_13
-0.29989022,ENSG00000076248.11,0.29989022,Z_13
-0.29970598,ENSG00000114315.4,0.29970598,Z_13
-0.2977119,ENSG00000074696.13,0.2977119,Z_13
-0.29560536,ENSG00000035928.16,0.29560536,Z_13
-0.29160058,ENSG00000285219.2,0.29160058,Z_13
-0.27770132,ENSG00000171320.15,0.27770132,Z_13
-0.2769668,ENSG00000129534.14,0.2769668,Z_13
-0.2764012,ENSG00000168243.11,0.2764012,Z_13
-0.27320516,ENSG00000211460.12,0.27320516,Z_13
-0.27012125,ENSG00000171204.13,0.27012125,Z_13
-0.26782197,ENSG00000114346.14,0.26782197,Z_13
-0.2677596,ENSG00000160551.12,0.2677596,Z_13
-0.26738405,ENSG00000170231.16,0.26738405,Z_13
-0.266448,ENSG00000117724.13,0.266448,Z_13
-0.2641575,ENSG00000135069.14,0.2641575,Z_13
-0.26366532,ENSG00000132780.17,0.26366532,Z_13
-0.26137054,ENSG00000182481.10,0.26137054,Z_13
-0.25943333,ENSG00000163918.12,0.25943333,Z_13
-0.2564667,ENSG00000204899.6,0.2564667,Z_13
-0.2523514,ENSG00000171202.7,0.2523514,Z_13
-0.25223687,ENSG00000129824.16,0.25223687,Z_13
-0.25055084,ENSG00000163714.18,0.25055084,Z_13
-0.24919769,ENSG00000163032.12,0.24919769,Z_13
-0.24835989,ENSG00000170606.15,0.24835989,Z_13
-0.24659875,ENSG00000127824.15,0.24659875,Z_13
-0.24510108,ENSG00000066279.19,0.24510108,Z_13
-0.24305616,ENSG00000152253.9,0.24305616,Z_13
-0.24028191,ENSG00000115457.10,0.24028191,Z_13
-0.23910475,ENSG00000188643.11,0.23910475,Z_13
-0.23634566,ENSG00000145632.15,0.23634566,Z_13
-0.2352571,ENSG00000006042.12,0.2352571,Z_13
-0.23381521,ENSG00000235162.9,0.23381521,Z_13
-0.23331,ENSG00000072571.20,0.23331,Z_13
-0.23210153,ENSG00000110321.19,0.23210153,Z_13
-0.23165314,ENSG00000117395.13,0.23165314,Z_13
-0.22791544,ENSG00000119333.12,0.22791544,Z_13
-0.22773069,ENSG00000112312.10,0.22773069,Z_13
-0.22721109,ENSG00000165704.15,0.22721109,Z_13
