,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
ENSG00000183513.9,0.5992,0.40080000000000005,0.4021328741711735,0.00036552924,0.00025659005,25.135714285714286,19.89252336448598,0.7071428571428572,0.544392523364486,2.8379335019439695,2.1813760363070744,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000137494.14,0.5992,0.40080000000000005,0.4021328741711735,1.8072966e-05,1.72514e-05,2.442857142857143,2.119158878504673,0.22857142857142856,0.13317757009345793,0.2716552315381241,0.21692343040250422,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000131969.15,0.599,0.401,0.4013001625657153,5.885073e-05,5.9209382e-05,8.478571428571428,2.9836448598130842,0.32142857142857145,0.18691588785046728,0.7515067717158546,0.40071007422316024,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000106415.13,0.5988,0.4012,0.4004675882325356,3.6864996e-05,1.985599e-05,5.3428571428571425,2.866822429906542,0.20714285714285716,0.1191588785046729,0.33819782370312745,0.2561701445676783,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000109107.14,0.5988,0.4012,0.4004675882325356,9.29012e-06,6.38759e-06,1.0285714285714285,0.4649532710280374,0.2,0.13317757009345793,0.08271839340357033,0.08488756294045292,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000109861.17,0.5984,0.40159999999999996,0.3988028500935801,0.00067024457,0.000403054,72.37142857142857,32.68691588785047,0.8857142857142857,0.7266355140186916,6.300013747421862,3.6000787679654347,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000103502.14,0.5984,0.40159999999999996,0.3988028500935801,0.00027879834,0.0001733273,22.464285714285715,12.488317757009346,0.65,0.48364485981308414,2.0191821857270504,1.513210303393187,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000125249.7,0.5984,0.40159999999999996,0.3988028500935801,0.00015355599,0.0001625413,15.557142857142857,10.929906542056075,0.6,0.4369158878504673,1.331788243335722,1.272010683232329,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000113597.18,0.5984,0.40159999999999996,0.3988028500935801,7.549401e-05,3.9148348e-05,6.564285714285714,4.4392523364485985,0.35714285714285715,0.22429906542056074,0.6365326140219444,0.491256545841299,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000149115.14,0.5984,0.40159999999999996,0.3988028500935801,0.00012921967,1.9901292e-05,5.442857142857143,2.542056074766355,0.20714285714285716,0.15186915887850466,0.4422921186250716,0.2844454631547072,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000163993.7,0.5982,0.40180000000000005,0.39797068564382687,0.0029260367,0.0023377487,356.5,218.78271028037383,0.9857142857142858,0.955607476635514,33.47491159177588,23.823069334446572,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000186591.13,0.5982,0.40180000000000005,0.39797068564382687,0.00032945504,0.00018325834,26.9,15.242990654205608,0.6285714285714286,0.5327102803738317,2.337495943524351,1.6351376476164823,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000162591.16,0.598,0.402,0.3971386571783969,8.155345e-06,1.0179497e-06,1.2857142857142858,0.2383177570093458,0.06428571428571428,0.028037383177570093,0.08943590511308289,0.020461898755579033,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000172273.13,0.5978,0.4022,0.3963067643760366,3.9332688e-05,1.5741387e-05,3.1285714285714286,1.7242990654205608,0.2785714285714286,0.15186915887850466,0.4312067091005079,0.17702899211630244,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000132792.19,0.5978,0.4022,0.3963067643760366,0.0005335157,0.00036701842,63.09285714285714,28.27570093457944,0.7928571428571428,0.6518691588785047,4.68757612933954,3.399447756497452,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000038358.15,0.5978,0.4022,0.3963067643760366,4.605625e-07,1.905168e-07,0.04285714285714286,0.009345794392523364,0.03571428571428571,0.009345794392523364,0.00416578167241438,0.0016850269357811098,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000116852.15,0.5978,0.4022,0.3963067643760366,1.3202171e-05,1.091928e-05,1.5142857142857142,1.0934579439252337,0.10714285714285714,0.07710280373831775,0.16304381642593474,0.11612713763998563,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000177951.17,0.5976,0.4024,0.39547500691578497,0.0001235086,7.546052e-05,14.992857142857142,6.046728971962617,0.4714285714285714,0.2827102803738318,1.1279140226019955,0.7680515631810091,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
