"","gene_id","gene_name","logFC_MetastasisNodoLinfático_vs_TumorPrimario","logCPM_MetastasisNodoLinfático_vs_TumorPrimario","F_MetastasisNodoLinfático_vs_TumorPrimario","pvalue_MetastasisNodoLinfático_vs_TumorPrimario","FDR_MetastasisNodoLinfático_vs_TumorPrimario"
"ENSG00000165424.7","ENSG00000165424.7","ZCCHC24",-3.38815330788731,1.62971029666605,8.28143748641255,0.00581416420856359,0.776527323950553
"ENSG00000172572.7","ENSG00000172572.7","PDE3A",-2.90269299115249,2.0776803860309,8.19849109867552,0.00602664384135762,0.795232711406311
"ENSG00000189362.12","ENSG00000189362.12","NEMP2",-3.36822665148697,1.26073443312276,8.11879504026524,0.00625080610067618,0.796884457192135
"ENSG00000205084.11","ENSG00000205084.11","TMEM231",-3.23640190366236,2.21643287509201,8.11241228275967,0.00627926282602142,0.796884457192135
"ENSG00000115457.10","ENSG00000115457.10","IGFBP2",-3.00410238118069,6.14753365581191,8.08017183187813,0.00633447255242301,0.796884457192135
"ENSG00000119227.8","ENSG00000119227.8","PIGZ",-3.18482807282691,3.57098802925372,8.08373803029152,0.0063810008726331,0.796884457192135
"ENSG00000179914.5","ENSG00000179914.5","ITLN1",-3.492377948287,1.87804268987281,8.06258591590622,0.0064702940422221,0.800884980252749
"ENSG00000185686.18","ENSG00000185686.18","PRAME",-3.9871342313392,1.21556733778419,8.02343588561419,0.00659399768791387,0.803790559809782
"ENSG00000114455.13","ENSG00000114455.13","HHLA2",-3.43515641077715,2.78918031967313,7.99755701146803,0.00662886838239617,0.803790559809782
"ENSG00000135631.17","ENSG00000135631.17","RAB11FIP5",-3.13197563397617,2.08065702211043,7.97264002709386,0.00670887765631777,0.803790559809782
"ENSG00000259704.2","ENSG00000259704.2","CTD-3094K11.1",-3.13326256485256,2.23005600703663,7.93969914080491,0.00685873992491679,0.812993180761111
