"","gene_id","gene_name","logFC_MetastasisNodoLinfático_vs_TumorPrimario","logCPM_MetastasisNodoLinfático_vs_TumorPrimario","F_MetastasisNodoLinfático_vs_TumorPrimario","pvalue_MetastasisNodoLinfático_vs_TumorPrimario","FDR_MetastasisNodoLinfático_vs_TumorPrimario"
"ENSG00000278540.5","ENSG00000278540.5","ACACA",-0.810284443447801,4.69428538630203,0.891787024755046,0.349363785287288,0.999622031273466
"ENSG00000103042.9","ENSG00000103042.9","SLC38A7",-0.908127822401636,2.85213220908596,0.891470550827712,0.349370274459794,0.999622031273466
"ENSG00000104549.12","ENSG00000104549.12","SQLE",-0.788548432209203,6.8586074718281,0.891678877376157,0.349427482268671,0.999622031273466
"ENSG00000284797.1","ENSG00000284797.1","CTC-251H24.14",-0.946902817322763,2.04692085038417,0.890966659702685,0.349474995066907,0.999622031273466
"ENSG00000198758.11","ENSG00000198758.11","EPS8L3",-0.798663722072488,6.18213698179518,0.891445947081232,0.349481320239107,0.999622031273466
"ENSG00000145414.9","ENSG00000145414.9","NAF1",1.33490975976645,1.55092022199112,0.890934855153509,0.349532596932049,0.999622031273466
"ENSG00000245532.9","ENSG00000245532.9","NEAT1",-0.856611117582067,8.14185930978901,0.891189744069795,0.349559020532869,0.999622031273466
"ENSG00000135047.16","ENSG00000135047.16","CTSL",0.787454985489889,4.56793861946686,0.890506556523066,0.349737636500703,0.999622031273466
"ENSG00000157379.14","ENSG00000157379.14","DHRS1",0.935894709684559,3.21692030520454,0.890316075057979,0.349768549587127,0.999622031273466
"ENSG00000160392.14","ENSG00000160392.14","C19orf47",0.931553127963953,1.24938231723231,0.890009280465589,0.349792859508621,0.999622031273466
"ENSG00000111540.16","ENSG00000111540.16","RAB5B",-0.843718134535861,4.90334237324545,0.890093443426067,0.349802328809576,0.999622031273466
"ENSG00000267060.7","ENSG00000267060.7","PTGES3L",-1.09104870429725,1.84188606730411,0.889622718265827,0.350030858115167,0.999622031273466
"ENSG00000183741.12","ENSG00000183741.12","CBX6",0.956342865908736,2.04259856192185,0.888868405354096,0.350117196565453,0.999622031273466
"ENSG00000173918.15","ENSG00000173918.15","C1QTNF1",-0.911503161051401,1.47525574060421,0.889066270735692,0.350129080427962,0.999622031273466
"ENSG00000116857.17","ENSG00000116857.17","TMEM9",-0.789977922346903,5.654059118078,0.88837516439018,0.350298420475551,0.999622031273466
"ENSG00000163545.11","ENSG00000163545.11","NUAK2",-0.864942171833925,3.50473976676108,0.887597798939066,0.350415474052274,0.999622031273466
"ENSG00000163597.15","ENSG00000163597.15","SNHG16",-0.810967147662479,4.75384261426127,0.887586833705967,0.350496891894194,0.999622031273466
"ENSG00000233822.5","ENSG00000233822.5","H2BC15",-0.819956050434419,3.4760416715263,0.887189960432826,0.350567357762354,0.999622031273466
"ENSG00000104852.15","ENSG00000104852.15","SNRNP70",-0.904348269359181,4.52539424198072,0.886708754361802,0.350709902815371,0.999622031273466
"ENSG00000027001.10","ENSG00000027001.10","MIPEP",-1.01067481041842,5.01666828948211,0.886273823104242,0.350847104988639,0.999622031273466
"ENSG00000167523.15","ENSG00000167523.15","SPATA33",-0.837547728259481,4.1948610383535,0.885796141781053,0.350964296663153,0.999622031273466
"ENSG00000226278.1","ENSG00000226278.1","PSPHP1",-0.822091649257803,4.27415260952074,0.884336139590724,0.3513717052216,0.999622031273466
"ENSG00000124383.9","ENSG00000124383.9","MPHOSPH10",0.744212843975246,6.77825527939965,0.884282348393268,0.351418342252955,0.999622031273466
"ENSG00000156467.10","ENSG00000156467.10","UQCRB",0.422150779363607,9.50973116522955,0.883005055505386,0.351763289242185,0.999622031273466
"ENSG00000104412.8","ENSG00000104412.8","EMC2",-0.831941175894728,5.91332473074666,0.882840731396933,0.351799454339812,0.999622031273466
"ENSG00000165474.8","ENSG00000165474.8","GJB2",-0.852130031992937,5.90059341328297,0.881689422579772,0.352046293434974,0.999622031273466
"ENSG00000136878.14","ENSG00000136878.14","USP20",-0.998946055150019,1.98752059856944,0.881561693995603,0.352071240140601,0.999622031273466
"ENSG00000174442.12","ENSG00000174442.12","ZWILCH",-0.973582188644074,4.09229832382523,0.881488886880524,0.352134995524424,0.999622031273466
"ENSG00000163312.11","ENSG00000163312.11","HELQ",-0.888068482743625,2.08951328513105,0.881239089341959,0.352170670925814,0.999622031273466
"ENSG00000170899.11","ENSG00000170899.11","GSTA4",-0.985375694877269,3.14217431421724,0.88093058211447,0.352222223219881,0.999622031273466
"ENSG00000238042.5","ENSG00000238042.5","LINC02257",-1.04127365902077,2.18697496315511,0.88111137847091,0.352265910649922,0.999622031273466
"ENSG00000177030.18","ENSG00000177030.18","DEAF1",0.860792521474091,2.86018330605819,0.880713961686729,0.352275528192849,0.999622031273466
"ENSG00000170955.10","ENSG00000170955.10","CAVIN3",0.993547966361084,1.86420816329191,0.88030382172055,0.352341259204147,0.999622031273466
"ENSG00000042753.12","ENSG00000042753.12","AP2S1",-0.696428499166158,7.28173946235187,0.880547855437061,0.352426980118616,0.999622031273466
"ENSG00000100290.3","ENSG00000100290.3","BIK",-0.903198743398081,6.47752515784714,0.880503768198112,0.352435515975094,0.999622031273466
"ENSG00000189229.11","ENSG00000189229.11","AC069277.2",1.27621819490828,5.81394453871554,0.879580459068944,0.352481363494201,0.999622031273466
"ENSG00000287978.1","ENSG00000287978.1","CH17-408M7.2",-1.06398100593635,2.2164581277196,0.880366158225928,0.352494439895557,0.999622031273466
"ENSG00000167895.15","ENSG00000167895.15","TMC8",-1.02764047495955,3.49383209615974,0.880181842909361,0.352606494360282,0.999622031273466
"ENSG00000173226.17","ENSG00000173226.17","IQCB1",-0.811084490375613,3.6847202150076,0.879095755489936,0.352770113697257,0.999622031273466
"ENSG00000181722.17","ENSG00000181722.17","ZBTB20",-0.887523200765001,3.74123178792735,0.878975797293684,0.352799592652285,0.999622031273466
"ENSG00000005238.20","ENSG00000005238.20","FAM214B",0.938717184441154,4.16991921611483,0.878903411793218,0.352826906210662,0.999622031273466
"ENSG00000131791.8","ENSG00000131791.8","PRKAB2",-1.0120868892812,2.76512014641889,0.87857791931031,0.352855672263996,0.999622031273466
"ENSG00000168615.13","ENSG00000168615.13","ADAM9",-0.897566344902598,6.14411558936916,0.878488627479896,0.352984547091681,0.999622031273466
"ENSG00000261392.1","ENSG00000261392.1","RP11-473I1.6",-0.933340775412497,1.03464435219715,0.878267759085392,0.353087650971025,0.999622031273466
"ENSG00000059728.11","ENSG00000059728.11","MXD1",0.93535458734743,5.39668348366685,0.877904301247828,0.353146249584118,0.999622031273466
"ENSG00000213453.3","ENSG00000213453.3","FTH1P3",0.807359643229212,3.56026607120371,0.877344887369605,0.353231862301858,0.999622031273466
"ENSG00000285331.2","ENSG00000285331.2","RP11-323F24.5",-0.960396307973307,2.26028268538464,0.877208392514359,0.353290646628769,0.999622031273466
"ENSG00000266524.3","ENSG00000266524.3","GDF10",-1.15888577973125,1.15596642368313,0.877972545599191,0.353300793018483,0.999622031273466
"ENSG00000151729.11","ENSG00000151729.11","SLC25A4",-0.842187463494126,5.26063511963254,0.877198966769047,0.353325221322591,0.999622031273466
"ENSG00000107443.16","ENSG00000107443.16","CCNJ",-1.01087653277241,2.49616645103005,0.876483007522208,0.353444046456286,0.999622031273466
"ENSG00000060982.15","ENSG00000060982.15","BCAT1",-1.13355589413616,2.31617570168675,0.876947174753507,0.353463249278405,0.999622031273466
"ENSG00000130766.5","ENSG00000130766.5","SESN2",-0.882459205940178,2.59019812542392,0.876187546943594,0.353487734908509,0.999622031273466
"ENSG00000113328.19","ENSG00000113328.19","CCNG1",-0.843889688557786,5.78735447703628,0.876349521052889,0.35356624772529,0.999622031273466
"ENSG00000249937.8","ENSG00000249937.8","LINC02223",1.15969081934656,1.52918199727716,0.875827974359955,0.353602243576058,0.999622031273466
"ENSG00000171612.7","ENSG00000171612.7","SLC25A33",0.843912971770497,4.24624813352074,0.875895014013397,0.353681219947548,0.999622031273466
"ENSG00000264424.1","ENSG00000264424.1","MYH4",1.09413202786072,2.49520704115676,0.875843791590866,0.353690718099866,0.999622031273466
"ENSG00000174718.12","ENSG00000174718.12","RESF1",-1.03123083846463,4.96384196739421,0.875227335777161,0.353843567187075,0.999622031273466
"ENSG00000134574.12","ENSG00000134574.12","DDB2",-0.86705337229247,3.38779027022621,0.875177843029954,0.353851395447002,0.999622031273466
"ENSG00000163138.19","ENSG00000163138.19","PACRGL",-0.871047571953435,3.00582391438411,0.874798931330886,0.353875269184308,0.999622031273466
"ENSG00000116138.13","ENSG00000116138.13","DNAJC16",0.858170525528063,3.64929235332105,0.875028992336081,0.353910732220544,0.999622031273466
"ENSG00000100580.8","ENSG00000100580.8","TMED8",-1.08508902669063,2.95239673363331,0.874699705468312,0.353918060631294,0.999622031273466
"ENSG00000235863.4","ENSG00000235863.4","B3GALT4",-0.938627819431858,3.03991469812845,0.874692201617044,0.353954753781558,0.999622031273466
"ENSG00000155744.10","ENSG00000155744.10","FAM126B",-0.875543173964768,3.74822074055031,0.874550966984538,0.353975742783089,0.999622031273466
"ENSG00000101199.13","ENSG00000101199.13","ARFGAP1",-0.815900265007441,4.48694835192716,0.87457343485148,0.354002481824276,0.999622031273466
"ENSG00000159131.17","ENSG00000159131.17","GART",-0.808423862413179,5.17869514994396,0.874713110687659,0.354004814255934,0.999622031273466
"ENSG00000124839.13","ENSG00000124839.13","RAB17",-0.906999783732858,3.49065077916652,0.872681794727666,0.354467036077185,0.999622031273466
"ENSG00000164818.16","ENSG00000164818.16","DNAAF5",-0.861894237599905,4.4656817613558,0.87269758920928,0.35449683647954,0.999622031273466
"ENSG00000182944.18","ENSG00000182944.18","EWSR1",-0.838885162534315,5.90305215030162,0.872627283698649,0.354578994606208,0.999622031273466
"ENSG00000163659.13","ENSG00000163659.13","TIPARP",-0.847225112889721,4.52717655864519,0.872610730977217,0.354580527632165,0.999622031273466
"ENSG00000184076.13","ENSG00000184076.13","UQCR10",0.462067728773629,9.141739567088,0.872298684729754,0.354674943493372,0.999622031273466
"ENSG00000144366.16","ENSG00000144366.16","GULP1",1.26185600069277,3.32910007740703,0.87188946908967,0.354687600008876,0.999622031273466
"ENSG00000175471.19","ENSG00000175471.19","MCTP1",0.979040535173665,1.16285576647002,0.871711116493755,0.354725372592469,0.999622031273466
"ENSG00000065060.17","ENSG00000065060.17","UHRF1BP1",-1.03665136736277,1.63287990030921,0.871069038741486,0.354909267161099,0.999622031273466
"ENSG00000006042.12","ENSG00000006042.12","TMEM98",-0.773437632112331,6.29667938986057,0.87112569886987,0.354938254171721,0.999622031273466
"ENSG00000243317.8","ENSG00000243317.8","STMP1",-0.758103285106061,6.70135473854379,0.870461076028339,0.35517160980319,0.999622031273466
"ENSG00000162889.11","ENSG00000162889.11","MAPKAPK2",-0.830412545745192,4.28454508358379,0.869997003926069,0.355216867452401,0.999622031273466
"ENSG00000169857.9","ENSG00000169857.9","AVEN",0.889870732430927,3.09119764588034,0.869971506738167,0.355236025139369,0.999622031273466
"ENSG00000137266.15","ENSG00000137266.15","SLC22A23",-0.967721925197899,2.34774945410359,0.869214131370328,0.355409067733487,0.999622031273466
"ENSG00000173681.16","ENSG00000173681.16","BCLAF3",-0.922256388885564,3.08705203967298,0.869867357089931,0.355409669410793,0.999622031273466
"ENSG00000175792.12","ENSG00000175792.12","RUVBL1",-0.795877244597981,5.99063856574031,0.869485631004677,0.355441914340913,0.999622031273466
"ENSG00000106462.12","ENSG00000106462.12","EZH2",-0.970533555290606,4.54668899062581,0.868155422058726,0.355738550273177,0.999622031273466
"ENSG00000124532.15","ENSG00000124532.15","MRS2",-0.828910077931209,5.02103388726108,0.86829443945687,0.355746774737901,0.999622031273466
"ENSG00000224081.9","ENSG00000224081.9","SLC44A3-AS1",1.08708346446628,1.38492833437765,0.867862857959927,0.355789600274944,0.999622031273466
"ENSG00000002586.20","ENSG00000002586.20","CD99",-0.940422636618368,3.19234164474905,0.867606997826884,0.355881257814471,0.999622031273466
"ENSG00000079332.15","ENSG00000079332.15","SAR1A",-0.729881071917679,6.52974978164122,0.867700944065378,0.355926585634571,0.999622031273466
"ENSG00000233184.7","ENSG00000233184.7","RP11-421L21.3",-1.05846412939287,2.54213032440008,0.867445572969461,0.355968115637873,0.999622031273466
"ENSG00000120137.7","ENSG00000120137.7","PANK3",-0.909668313304533,4.71059808588009,0.867309009739896,0.356023279947474,0.999622031273466
"ENSG00000136045.12","ENSG00000136045.12","PWP1",0.715209282864741,7.31330295702064,0.867371150333501,0.356026571679748,0.999622031273466
"ENSG00000181392.17","ENSG00000181392.17","SYNE4",-0.916690276564764,4.06735639209769,0.867079887237338,0.356116053875237,0.999622031273466
"ENSG00000174173.7","ENSG00000174173.7","TRMT10C",-0.805013135177083,5.98056616840473,0.866846804900232,0.356162092575272,0.999622031273466
"ENSG00000133275.16","ENSG00000133275.16","CSNK1G2",-0.95354747707195,3.88686994423621,0.866299347305814,0.356255316670769,0.999622031273466
"ENSG00000176920.13","ENSG00000176920.13","FUT2",-0.828886530864892,5.08627783410062,0.865358079939246,0.356492727310873,0.999622031273466
"ENSG00000168175.15","ENSG00000168175.15","MAPK1IP1L",-0.797785060867126,6.08080616492868,0.86558989715408,0.35651091599669,0.999622031273466
"ENSG00000213672.8","ENSG00000213672.8","NCKIPSD",-1.12068616065952,2.41021079013072,0.863953242216593,0.356768387136781,0.999622031273466
"ENSG00000110841.14","ENSG00000110841.14","PPFIBP1",-1.0289642149802,3.76571238501217,0.864333978832478,0.356793977495272,0.999622031273466
"ENSG00000260236.1","ENSG00000260236.1","RP11-708J19.1",-0.963616967013134,1.14703112398253,0.864017680050706,0.356894331271414,0.999622031273466
"ENSG00000111671.10","ENSG00000111671.10","SPSB2",-1.07644458576996,2.96293164892859,0.864165821836049,0.356932973204474,0.999622031273466
"ENSG00000115641.19","ENSG00000115641.19","FHL2",0.580186326688684,7.67406600348016,0.863733450393036,0.357028640428113,0.999622031273466
"ENSG00000110330.9","ENSG00000110330.9","BIRC2",0.849045685658572,5.41238755660042,0.863593499164403,0.357061347355234,0.999622031273466
"ENSG00000136026.14","ENSG00000136026.14","CKAP4",-0.866740499389521,6.40364987725675,0.863091816602736,0.357206207237996,0.999622031273466
"ENSG00000085831.16","ENSG00000085831.16","TTC39A",-0.817488977530572,3.94908911294349,0.862697789964744,0.357207863633955,0.999622031273466
"ENSG00000210194.1","ENSG00000210194.1","MT-TE",-1.02077589230097,2.05810477385622,0.863285636716888,0.357220651581217,0.999622031273466
"ENSG00000167904.15","ENSG00000167904.15","TMEM68",0.777044820366218,6.23825768980833,0.862884029806603,0.357263737187751,0.999622031273466
"ENSG00000132612.16","ENSG00000132612.16","VPS4A",-0.7777243868027,4.64411093787794,0.862174329687903,0.357420123038742,0.999622031273466
"ENSG00000167004.13","ENSG00000167004.13","PDIA3",-0.680709104065894,7.6411474133471,0.861331445950463,0.357691123567651,0.999622031273466
"ENSG00000010539.12","ENSG00000010539.12","ZNF200",-0.823580384072132,3.14622287917199,0.860613549668322,0.357855247922064,0.999622031273466
"ENSG00000096060.15","ENSG00000096060.15","FKBP5",-0.776195841714986,3.44372928035079,0.860401381522192,0.357874221922793,0.999622031273466
"ENSG00000102359.9","ENSG00000102359.9","SRPX2",-1.09736214933205,2.2276373914627,0.860119253662049,0.35794238031383,0.999622031273466
"ENSG00000119778.15","ENSG00000119778.15","ATAD2B",0.947296442443557,3.13512479334298,0.860065519261263,0.358013650257824,0.999622031273466
"ENSG00000272501.1","ENSG00000272501.1","XXbac-BPG299F13.17",0.897813518696015,1.44502688035813,0.859792605059814,0.358032487985583,0.999622031273466
"ENSG00000123989.14","ENSG00000123989.14","CHPF",-0.957925950150936,6.50500404271462,0.859533858653633,0.358190213829338,0.999622031273466
"ENSG00000185009.13","ENSG00000185009.13","AP3M1",-0.807537050809013,4.92059032923787,0.858919234615131,0.358281769577452,0.999622031273466
"ENSG00000224877.4","ENSG00000224877.4","NDUFAF8",-0.792844072018404,6.57022860084177,0.858194886460152,0.358558969061761,0.999622031273466
"ENSG00000119866.22","ENSG00000119866.22","BCL11A",-0.823176915138525,4.81166812189517,0.857830868203026,0.358635257131119,0.999622031273466
"ENSG00000120805.14","ENSG00000120805.14","ARL1",-0.779866508729756,6.0224761327661,0.857644106413242,0.35870891659641,0.999622031273466
"ENSG00000201098.1","ENSG00000201098.1","RNY1",1.17428250699736,2.22349063271922,0.85713201499007,0.358720606244647,0.999622031273466
"ENSG00000133247.14","ENSG00000133247.14","KMT5C",-1.19573776447625,1.24816268453969,0.857511674195058,0.358742802757044,0.999622031273466
"ENSG00000117395.13","ENSG00000117395.13","EBNA1BP2",-0.739328130048851,7.05012292930857,0.857381498619851,0.358785414597977,0.999622031273466
"ENSG00000179195.16","ENSG00000179195.16","ZNF664",-0.811818325972325,5.69997345635087,0.856759166109002,0.358947130033064,0.999622031273466
"ENSG00000127191.18","ENSG00000127191.18","TRAF2",-0.827918875878642,3.54867344269491,0.856196290809987,0.359011919606191,0.999622031273466
"ENSG00000135823.14","ENSG00000135823.14","STX6",0.892262224717946,3.17069145277728,0.8563469566813,0.35905829593423,0.999622031273466
"ENSG00000132300.19","ENSG00000132300.19","PTCD3",-0.817630208073791,5.33186655296422,0.856361184855683,0.359060027130284,0.999622031273466
"ENSG00000162604.12","ENSG00000162604.12","TM2D1",-0.79787217640515,5.59309828053077,0.855993555394228,0.359162770539967,0.999622031273466
"ENSG00000154710.18","ENSG00000154710.18","RABGEF1",0.867871346869417,2.18513794031396,0.855632723493521,0.359169138744303,0.999622031273466
"ENSG00000100294.13","ENSG00000100294.13","MCAT",-0.830322809643323,3.30306393638687,0.855706409042711,0.359187270561627,0.999622031273466
"ENSG00000122566.22","ENSG00000122566.22","HNRNPA2B1",-0.5221641289644,8.97548012139851,0.855660946877117,0.35926684743271,0.999622031273466
"ENSG00000187556.8","ENSG00000187556.8","NANOS3",0.955747515691379,2.84955547736955,0.855177851030129,0.35931137546735,0.999622031273466
"ENSG00000226312.7","ENSG00000226312.7","CFLAR-AS1",1.00958606358226,1.47754601028186,0.854970162826541,0.359386685873863,0.999622031273466
"ENSG00000111678.11","ENSG00000111678.11","C12orf57",-0.807203788753158,5.84097443827403,0.854635104805455,0.359524162663498,0.999622031273466
"ENSG00000070540.13","ENSG00000070540.13","WIPI1",-1.10457442597589,1.99581724114766,0.854761846958136,0.359552598698317,0.999622031273466
"ENSG00000100479.13","ENSG00000100479.13","POLE2",-0.816542004574278,3.25146152726542,0.85416341475263,0.359651199073494,0.999622031273466
"ENSG00000112079.9","ENSG00000112079.9","STK38",-0.833032886719179,5.03657935379448,0.853991867996588,0.359712810335712,0.999622031273466
"ENSG00000110075.15","ENSG00000110075.15","PPP6R3",-0.887212199498012,4.67723365300601,0.853715443960379,0.359763632142008,0.999622031273466
"ENSG00000165338.17","ENSG00000165338.17","HECTD2",0.911371995158799,1.12059936357839,0.853565456281079,0.359773812980115,0.999622031273466
"ENSG00000138495.7","ENSG00000138495.7","COX17",-0.613287253991626,8.44091737256879,0.852527029135821,0.360140892415125,0.999622031273466
"ENSG00000167272.11","ENSG00000167272.11","POP5",-0.82639663079749,5.2869781517683,0.85204251810625,0.360267915963467,0.999622031273466
"ENSG00000174749.6","ENSG00000174749.6","FAM241A",-1.1615185455647,2.016610631733,0.85114384871218,0.360341484736482,0.999622031273466
"ENSG00000108448.22","ENSG00000108448.22","TRIM16L",-0.867529175248505,2.08728527508818,0.851709558285627,0.360381572250227,0.999622031273466
"ENSG00000104866.11","ENSG00000104866.11","PPP1R37",-1.07831019454115,1.74933413716127,0.851201026893925,0.360382805844984,0.999622031273466
"ENSG00000116750.14","ENSG00000116750.14","UCHL5",-0.829125070660875,5.50633215656075,0.850707221796988,0.36062203688973,0.999622031273466
"ENSG00000087085.16","ENSG00000087085.16","ACHE",-1.43538559397169,1.47003016371489,0.851012408600915,0.360636698718912,0.999622031273466
"ENSG00000169894.18","ENSG00000169894.18","MUC3A",-0.874272658106976,4.88787013564197,0.850362377129082,0.360640558499776,0.999622031273466
"ENSG00000140853.16","ENSG00000140853.16","NLRC5",0.844759339104255,3.36639864579982,0.850713338685895,0.360672039347926,0.999622031273466
"ENSG00000112659.14","ENSG00000112659.14","CUL9",-0.840309321058646,4.79349005851925,0.850250938351709,0.360681447862357,0.999622031273466
"ENSG00000140406.4","ENSG00000140406.4","TLNRD1",-0.918240372919718,3.04590755619915,0.850057869654439,0.360739342920373,0.999622031273466
"ENSG00000127125.9","ENSG00000127125.9","PPCS",-0.712033215754112,7.23835648242042,0.850351534834974,0.360745280341429,0.999622031273466
"ENSG00000262406.3","ENSG00000262406.3","MMP12",1.07189500048052,3.59673987668406,0.849565992433038,0.360773817648838,0.999622031273466
"ENSG00000160271.16","ENSG00000160271.16","RALGDS",-0.891362032122626,2.86619447182626,0.849755013083321,0.360849383818668,0.999622031273466
"ENSG00000159314.11","ENSG00000159314.11","ARHGAP27",-0.883460734183757,4.20246359852991,0.849657397649534,0.360902591232721,0.999622031273466
"ENSG00000095203.15","ENSG00000095203.15","EPB41L4B",0.730060951869391,6.04361686995771,0.849713819240424,0.360928592766763,0.999622031273466
"ENSG00000159714.12","ENSG00000159714.12","ZDHHC1",-0.972200504141126,1.29242402092932,0.849304199897577,0.360964784609857,0.999622031273466
"ENSG00000179832.18","ENSG00000179832.18","MROH1",-0.842366661576613,4.04366682123925,0.849172018772846,0.361020188209195,0.999622031273466
"ENSG00000121067.19","ENSG00000121067.19","SPOP",-0.805587032006481,5.2782144327783,0.849249851505082,0.361035298965522,0.999622031273466
"ENSG00000276900.1","ENSG00000276900.1","RP11-467L13.7",-1.04166525401101,2.58013141860698,0.848513012376088,0.361137168322333,0.999622031273466
"ENSG00000235173.7","ENSG00000235173.7","HGH1",-0.836621075589035,3.53492253287437,0.848473444153402,0.361208427423657,0.999622031273466
"ENSG00000151881.15","ENSG00000151881.15","TMEM267",-0.948971609642366,3.40136198576076,0.848415112323588,0.361211475673099,0.999622031273466
"ENSG00000073584.20","ENSG00000073584.20","SMARCE1",-0.858496023323875,4.1062282879678,0.84851789727233,0.361258996952204,0.999622031273466
"ENSG00000178096.9","ENSG00000178096.9","BOLA1",-0.884642711080189,3.86361342739396,0.848192868769721,0.361291844228538,0.999622031273466
"ENSG00000068971.14","ENSG00000068971.14","PPP2R5B",-1.13893903243605,1.36016924592621,0.8473804878898,0.36164941065991,0.999622031273466
"ENSG00000069011.16","ENSG00000069011.16","PITX1",-1.06598698100143,3.02493183431584,0.846565587158955,0.361766648407669,0.999622031273466
"ENSG00000160445.11","ENSG00000160445.11","ZER1",-0.858828510731961,3.06087419448572,0.84631319179727,0.361785892782939,0.999622031273466
"ENSG00000126756.12","ENSG00000126756.12","UXT",-0.693317373812354,7.41837229514424,0.8465864345463,0.361801511705804,0.999622031273466
"ENSG00000079459.13","ENSG00000079459.13","FDFT1",-0.633901567796413,7.18003168916323,0.846573415881787,0.361810288403396,0.999622031273466
"ENSG00000215271.9","ENSG00000215271.9","HOMEZ",-0.993305768054688,2.2413659956316,0.846357366684839,0.361811469246204,0.999622031273466
"ENSG00000129084.18","ENSG00000129084.18","PSMA1",-0.648003114012138,7.70801516316932,0.846224842609755,0.361906013367431,0.999622031273466
"ENSG00000150556.17","ENSG00000150556.17","LYPD6B",-1.06927469049885,1.94966800895431,0.845400398234255,0.362005882345566,0.999622031273466
"ENSG00000165629.20","ENSG00000165629.20","ATP5F1C",0.472594903458328,8.76583349504603,0.845840974077159,0.362016241295527,0.999622031273466
"ENSG00000115896.16","ENSG00000115896.16","PLCL1",-1.29114694964274,1.64255270360873,0.845345761811484,0.362052062970045,0.999622031273466
"ENSG00000282826.2","ENSG00000282826.2","FRG1CP",-1.04124078496981,4.20202383462815,0.845174529942463,0.362057174026395,0.999622031273466
"ENSG00000158292.7","ENSG00000158292.7","GPR153",0.894461369745092,3.73227942143113,0.845135308749937,0.362133154529071,0.999622031273466
"ENSG00000116221.15","ENSG00000116221.15","MRPL37",-0.76110361571527,5.9755843740172,0.844687563780947,0.36232732900791,0.999622031273466
"ENSG00000196975.16","ENSG00000196975.16","ANXA4",-0.683341504315861,8.22447812496152,0.844592857801214,0.362367597384645,0.999622031273466
"ENSG00000186132.15","ENSG00000186132.15","C2orf76",0.827900189617037,4.42944502367397,0.844396258867646,0.362400760433661,0.999622031273466
"ENSG00000110107.9","ENSG00000110107.9","PRPF19",-0.87078017900725,4.34071777184969,0.843559110452036,0.36261312529665,0.999622031273466
"ENSG00000137834.15","ENSG00000137834.15","SMAD6",0.992515042772337,2.49057275896615,0.842911917729254,0.362675564563899,0.999622031273466
"ENSG00000145833.16","ENSG00000145833.16","DDX46",0.639514676290744,7.43339057604143,0.843416709516819,0.362699547483497,0.999622031273466
"ENSG00000080345.18","ENSG00000080345.18","RIF1",-0.798975614038682,6.03027296763432,0.843267894295417,0.362732292653399,0.999622031273466
"ENSG00000112304.11","ENSG00000112304.11","ACOT13",-0.770980454785137,4.35536070710474,0.843133939388565,0.362773532812795,0.999622031273466
"ENSG00000159423.17","ENSG00000159423.17","ALDH4A1",-1.03867772688368,3.02130270675796,0.842683005081651,0.362800590395724,0.999622031273466
"ENSG00000108106.14","ENSG00000108106.14","UBE2S",-0.910192130908688,3.97968425336583,0.841833978095685,0.363038098953421,0.999622031273466
"ENSG00000102934.10","ENSG00000102934.10","PLLP",-1.04312068824751,1.25447484482124,0.842063672271467,0.363040454416645,0.999622031273466
"ENSG00000167996.16","ENSG00000167996.16","FTH1",0.831990780760683,4.03071032306803,0.841927359012475,0.363101070822265,0.999622031273466
"ENSG00000264538.6","ENSG00000264538.6","SUZ12P1",-0.831131562061547,2.42781117799626,0.841591956851945,0.363124385599927,0.999622031273466
"ENSG00000141568.21","ENSG00000141568.21","FOXK2",-0.899057831208662,3.63506003957842,0.841572874977109,0.3631288609028,0.999622031273466
"ENSG00000185591.10","ENSG00000185591.10","SP1",-0.766622424118722,4.50068310466969,0.84166945076575,0.363137917427034,0.999622031273466
"ENSG00000182199.11","ENSG00000182199.11","SHMT2",-0.840230292506929,5.81553321086521,0.841600979934113,0.363204194391766,0.999622031273466
"ENSG00000245849.8","ENSG00000245849.8","RAD51-AS1",-1.09102399319894,1.55848538106478,0.841248568999182,0.363292184041288,0.999622031273466
"ENSG00000150477.15","ENSG00000150477.15","KIAA1328",-0.913144726057085,1.6802994462021,0.840762755981233,0.363340412703402,0.999622031273466
"ENSG00000100813.15","ENSG00000100813.15","ACIN1",-0.796506322553138,4.73302259261701,0.840500911348322,0.363486086132821,0.999622031273466
"ENSG00000128694.12","ENSG00000128694.12","OSGEPL1",0.961964863704807,2.3437778121157,0.840270975278376,0.363497924518327,0.999622031273466
"ENSG00000100554.12","ENSG00000100554.12","ATP6V1D",0.714233266071219,6.66825094970947,0.840337928930465,0.363570067582491,0.999622031273466
"ENSG00000166965.12","ENSG00000166965.12","RCCD1",-0.871573568489652,3.39032843815517,0.839422868254265,0.363757170073748,0.999622031273466
"ENSG00000134825.16","ENSG00000134825.16","TMEM258",-0.638460200175694,7.96705025990099,0.839538780356503,0.363796046209351,0.999622031273466
"ENSG00000149806.11","ENSG00000149806.11","FAU",-0.480833826238989,10.1146957788022,0.839296079992117,0.363865130284919,0.999622031273466
"ENSG00000136826.15","ENSG00000136826.15","KLF4",0.559733594003366,7.99148955280141,0.839073503075047,0.363928217769939,0.999622031273466
"ENSG00000170638.10","ENSG00000170638.10","TRABD",-0.77761872463734,4.12625933163584,0.837853226256372,0.364214554358856,0.999622031273466
"ENSG00000084731.15","ENSG00000084731.15","KIF3C",1.06840523026185,1.50008843081595,0.837416374581797,0.364232842744913,0.999622031273466
