"","gene_id","gene_name","logFC_ColonNormal_vs_TumorPrimario","logCPM_ColonNormal_vs_TumorPrimario","F_ColonNormal_vs_TumorPrimario","pvalue_ColonNormal_vs_TumorPrimario","FDR_ColonNormal_vs_TumorPrimario","logFC_MetastasisHigado_vs_TumorPrimario","logCPM_MetastasisHigado_vs_TumorPrimario","F_MetastasisHigado_vs_TumorPrimario","pvalue_MetastasisHigado_vs_TumorPrimario","FDR_MetastasisHigado_vs_TumorPrimario","logFC_MetastasisNodoLinfático_vs_TumorPrimario","logCPM_MetastasisNodoLinfático_vs_TumorPrimario","F_MetastasisNodoLinfático_vs_TumorPrimario","pvalue_MetastasisNodoLinfático_vs_TumorPrimario","FDR_MetastasisNodoLinfático_vs_TumorPrimario"
"11","ENSG00000118705.17","RPN2",-3.57459183643821,8.70885188054308,25.2963377040351,2.26418439977414e-05,0.0437584510498167,-0.0310565098473975,8.70885188054308,0.0014997980254719,0.969370014396865,1,0.0711341859326015,8.70885188054308,0.0202055371269499,0.887935534887103,1
"12","ENSG00000173692.14","PSMD1",-5.76888077816737,6.72135221881766,24.3234958273656,2.5402896497315e-05,0.0440709408822051,0.276802495431809,6.72135221881766,0.0662528856643884,0.798554357372028,1,0.30950996446598,6.72135221881766,0.190937704286819,0.665131652633383,1
"13","ENSG00000177984.7","LCN15",-22.4027028739203,8.97869471263423,25.2192640189959,2.69496322248773e-05,0.0440709408822051,-1.31938882595221,8.97869471263423,0.852883618697121,0.363722968420201,1,-3.58795742230329,8.97869471263423,7.68737818489934,0.00983557383788955,0.498537045149688
"14","ENSG00000169715.15","MT1E",4.80259876276341,8.09123154843201,24.0705991150808,3.19555510223687e-05,0.0455064184791549,0.229433113614488,8.09123154843201,0.0275209022972212,0.869377184499524,1,-1.20031429871382,8.09123154843201,2.02693621197949,0.165072217796236,1
"15","ENSG00000169908.12","TM4SF1",-5.24866648653361,7.46678786045867,23.6338959102022,3.21085788224904e-05,0.0455064184791549,0.503695285589073,7.46678786045867,0.16836287073158,0.68439969508226,1,0.151824763654362,7.46678786045867,0.0430402384585567,0.83700956828181,1
"16","ENSG00000248144.6","ADH1C",5.88145717621613,7.76988079187959,23.4722702557116,3.72363918104641e-05,0.0494755283436661,-3.15705466289267,7.76988079187959,3.95529440418436,0.056038682868284,0.766619278698101,-2.90704159627051,7.76988079187959,3.45759609964567,0.0729283008614324,0.950268895360074
"17","ENSG00000120708.17","TGFBI",-4.82308422480255,8.35641910574091,23.0517669051242,4.00938338381916e-05,0.0501385184450656,1.91335775024283,8.35641910574091,1.96496976370688,0.171163934484857,1,0.372881107302742,8.35641910574091,0.268322305244663,0.608228704685583,1
"18","ENSG00000198888.2","MT-ND1",1.21042991806476,14.4439903292368,22.6556671693844,4.92223743550314e-05,0.0581343586896451,-0.803877048446699,14.4439903292368,4.66382271304886,0.0391935174457794,0.636568824394759,0.0791826990471707,14.4439903292368,0.132147973921229,0.718846802081614,1
"19","ENSG00000135220.11","UGT2A3",5.10285093747923,5.20003490639393,21.932943535127,5.23783516143222e-05,0.0586058619457303,-2.04154696264191,5.20003490639393,7.97456695841645,0.00819140424160309,0.306047561989877,-5.15279967823185,5.20003490639393,20.343233637231,8.58065963255797e-05,0.337347103385538
"20","ENSG00000210082.2","MT-RNR2",1.13697953453154,15.4227880057729,21.7881274995606,6.35538658094377e-05,0.0675545816621418,-0.788460928550234,15.4227880057729,5.23783594065331,0.0295589318251881,0.557247019324619,0.125468336188355,15.4227880057729,0.367052045707226,0.549319415694985,1
"21","ENSG00000125144.14","MT1G",4.65188233372536,8.97853085159842,21.5324801394062,6.7855495785648e-05,0.0680710413584835,1.53740589917592,8.97853085159842,0.671469864376558,0.419176546002998,1,-1.77856752760582,8.97853085159842,3.5823043261368,0.0683469079334957,0.934479124036607
"22","ENSG00000198417.7","MT1F",4.41176946792796,5.96020337471961,21.2643954689459,7.0443713715915e-05,0.0680710413584835,1.07683346853429,5.96020337471961,0.573095140081589,0.454969430370754,1,-0.00480577038224965,5.96020337471961,3.04029034004532e-05,0.995637287669288,1
"23","ENSG00000015413.9","DPEP1",-4.47215247741337,8.94213269328174,21.0428810670109,7.39963264888443e-05,0.0683951262967974,-0.704897518693219,8.94213269328174,0.418358892711773,0.522657895006065,1,-0.773604572684484,8.94213269328174,1.21986986743473,0.278135022264257,1
"24","ENSG00000102837.7","OLFM4",0.44747559152979,8.66621462777017,20.2474083275939,9.89135953546546e-05,0.0876168384851918,-2.10287083069482,8.66621462777017,7.46854505010564,0.0105158195946757,0.341306578264443,-2.07430368359605,8.66621462777017,22.2667100328757,5.37320012445753e-05,0.337347103385538
"25","ENSG00000224189.8","HAGLR",6.00380444575986,3.3966074929918,19.5773172981196,0.000104403149318705,0.0887802620546537,2.62283639786806,3.3966074929918,3.00154271899234,0.0927927340637605,0.96605324851199,-1.33486662068239,3.3966074929918,0.993170406040622,0.326428279727397,1
"26","ENSG00000174236.4","REP15",3.49522830989812,2.90268259200779,18.8947547371708,0.000110132540192401,0.0900502950750096,1.23359800128299,2.90268259200779,16.764624533884,0.000231884871976573,0.11980147981446,-2.90564574421761,2.90268259200779,0.50846805541593,0.480449046963296,1
"27","ENSG00000186193.9","SAPCD2",-14.4114491717721,4.2058570513152,20.0610515538809,0.000128037339557397,0.0981989790997923,-1.59318548341733,4.2058570513152,1.32464573008201,0.26003824090232,1,-1.34033658988665,4.2058570513152,2.74960251043634,0.109069392112845,1
"28","ENSG00000108244.17","KRT23",-5.04869159774847,9.9135477437423,19.015510408497,0.000129336818043849,0.0981989790997923,0.61133137041327,9.9135477437423,0.134772967666437,0.715989202062867,1,-0.118129530815301,9.9135477437423,0.0177748117452082,0.894786884035431,1
"29","ENSG00000255031.5","RP11-802E16.3",12.145036990547,3.35530877786992,21.9908377397406,0.000134369247775857,0.0985019254643771,2.10064986596896,3.35530877786992,1.34750886311999,0.259124219341531,1,8.93216513265144,3.35530877786992,13.9598374808549,0.00126812840305487,0.359455222940579
"30","ENSG00000204936.10","CD177",9.19075996003034,3.07317788880801,19.4250617668546,0.000139178873456988,0.0986267890274035,5.1917648111184,3.07317788880801,3.2720506113809,0.0811943444083717,0.919120228365256,0.513206435763755,3.07317788880801,0.12258890542412,0.728857339066406,1
