Z_16,gene,abs_loading,factor
0.5564951,ENSG00000164822.5,0.5564951,Z_16
0.43480048,ENSG00000160182.3,0.43480048,Z_16
-0.40119544,ENSG00000265972.6,0.40119544,Z_16
-0.3830281,ENSG00000150687.12,0.3830281,Z_16
-0.3179298,ENSG00000078401.7,0.3179298,Z_16
-0.2984268,ENSG00000211896.7,0.2984268,Z_16
-0.297258,ENSG00000145287.11,0.297258,Z_16
0.2874407,ENSG00000138640.15,0.2874407,Z_16
0.25774893,ENSG00000133935.7,0.25774893,Z_16
0.25723973,ENSG00000267321.3,0.25723973,Z_16
-0.25547543,ENSG00000163734.4,0.25547543,Z_16
-0.25534865,ENSG00000147872.10,0.25534865,Z_16
0.25120446,ENSG00000114315.4,0.25120446,Z_16
-0.24926105,ENSG00000204287.14,0.24926105,Z_16
-0.24832085,ENSG00000102265.12,0.24832085,Z_16
0.24227786,ENSG00000104537.17,0.24227786,Z_16
0.23962611,ENSG00000145386.11,0.23962611,Z_16
0.23883247,ENSG00000172016.16,0.23883247,Z_16
0.23872603,ENSG00000187742.15,0.23872603,Z_16
0.23483083,ENSG00000126787.13,0.23483083,Z_16
-0.2344668,ENSG00000115009.13,0.2344668,Z_16
-0.23309472,ENSG00000173432.12,0.23309472,Z_16
0.23239256,ENSG00000102780.17,0.23239256,Z_16
0.2322186,ENSG00000163171.8,0.2322186,Z_16
0.22991093,ENSG00000198959.12,0.22991093,Z_16
0.22939888,ENSG00000167920.10,0.22939888,Z_16
-0.22736742,ENSG00000169429.11,0.22736742,Z_16
0.22645296,ENSG00000164494.12,0.22645296,Z_16
0.22478019,ENSG00000170385.10,0.22478019,Z_16
-0.22447808,ENSG00000165949.12,0.22447808,Z_16
-0.22414479,ENSG00000156587.16,0.22414479,Z_16
0.22250716,ENSG00000129538.14,0.22250716,Z_16
0.22243248,ENSG00000184489.13,0.22243248,Z_16
-0.21904875,ENSG00000158417.11,0.21904875,Z_16
-0.21525934,ENSG00000104549.12,0.21525934,Z_16
0.21355635,ENSG00000203727.4,0.21355635,Z_16
0.2104134,ENSG00000125144.14,0.2104134,Z_16
0.20813496,ENSG00000134827.8,0.20813496,Z_16
0.20535053,ENSG00000101444.13,0.20535053,Z_16
-0.20334764,ENSG00000105388.16,0.20334764,Z_16
0.20242901,ENSG00000159182.5,0.20242901,Z_16
-0.20190026,ENSG00000135919.14,0.20190026,Z_16
-0.20145705,ENSG00000159388.6,0.20145705,Z_16
0.2011678,ENSG00000122952.17,0.2011678,Z_16
-0.20113489,ENSG00000165672.7,0.20113489,Z_16
0.20112985,ENSG00000136783.10,0.20112985,Z_16
-0.19977061,ENSG00000171345.13,0.19977061,Z_16
0.19938251,ENSG00000182240.16,0.19938251,Z_16
0.19918385,ENSG00000071539.14,0.19918385,Z_16
-0.1985347,ENSG00000120708.17,0.1985347,Z_16
0.19795659,ENSG00000096872.17,0.19795659,Z_16
-0.19718029,ENSG00000101443.18,0.19718029,Z_16
-0.19574344,ENSG00000106565.18,0.19574344,Z_16
0.19521226,ENSG00000130816.17,0.19521226,Z_16
-0.19483711,ENSG00000137575.12,0.19483711,Z_16
-0.19465597,ENSG00000065150.21,0.19465597,Z_16
-0.19344907,ENSG00000137492.9,0.19344907,Z_16
0.19108705,ENSG00000119969.15,0.19108705,Z_16
-0.19080424,ENSG00000114115.10,0.19080424,Z_16
0.1907462,ENSG00000196878.15,0.1907462,Z_16
0.18877847,ENSG00000165475.15,0.18877847,Z_16
-0.18825006,ENSG00000127125.9,0.18825006,Z_16
-0.18800142,ENSG00000167315.18,0.18800142,Z_16
0.18732125,ENSG00000173085.15,0.18732125,Z_16
-0.18700399,ENSG00000182718.18,0.18700399,Z_16
0.18537128,ENSG00000143207.21,0.18537128,Z_16
0.18530725,ENSG00000007306.15,0.18530725,Z_16
-0.18516468,ENSG00000079459.13,0.18516468,Z_16
-0.18490961,ENSG00000132792.19,0.18490961,Z_16
0.18484963,ENSG00000250786.2,0.18484963,Z_16
-0.18458179,ENSG00000163347.6,0.18458179,Z_16
