,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
ENSG00000175455.16,-0.0028148924,-0.027658172,0.09466114,0.017373951,0.044946443,0.08764305,0.04816352,0.045033935,0.025034137,0.0063682683,-0.030695345,0.044386007,-0.010782842,0.035711013,-0.023737732,-0.0557838,-0.039875124,-0.07448027,0.079168685,-0.04580702
ENSG00000082781.12,0.0049431194,-0.06266899,-0.004092128,0.07681472,0.06914817,0.08846911,-0.071090385,-0.03542883,0.02401155,0.11058963,-0.05145188,0.049890958,-0.047997445,0.0029341555,0.047399852,-0.0073838853,-0.06259582,-0.006821676,-0.025277773,-0.016012283
ENSG00000173702.7,0.21185665,0.005274045,-0.13951878,-0.010125705,0.16920966,-0.008129425,-0.16163576,-0.20191817,-0.054197486,0.082779646,0.26299426,0.011249909,-0.2551644,-0.0725612,-0.1682175,-0.036712136,0.03983141,0.061921965,-0.08691671,0.2318572
ENSG00000221955.11,0.011641137,-0.044786252,-0.04368801,-0.033202548,0.086391374,0.046683036,0.040054668,-0.058948305,-0.039136246,0.0722315,-0.05446106,-0.021786598,-0.056783997,-0.009785346,-0.09054162,-0.003683114,-0.05112895,-0.024230907,0.051083967,-0.018283824
ENSG00000114520.11,-0.062086586,0.014279117,0.0033744401,0.05232339,0.1061178,0.05326319,-0.01595393,-0.011120369,0.06384614,-0.02101414,0.030322209,-0.042129703,0.0027916313,0.016579134,-0.07308819,-0.040509973,-0.043416113,0.037339497,-0.081780456,0.056832813
ENSG00000144909.8,-0.07277862,0.033249464,-0.0154265035,0.070387855,0.03182382,-0.045612898,0.06823187,-0.052032366,-0.005824131,0.026714092,-0.08250099,-0.043654293,0.00020445733,-0.06412089,-0.06609061,-0.035958357,0.0006438564,0.03725729,0.014006526,0.013737167
ENSG00000114544.17,-0.065663986,-0.05254705,-0.030620197,-0.02808679,0.023137635,0.0011219685,-0.02938224,-0.058242925,0.051146753,0.020059688,-0.04905587,0.012771549,0.00080127106,-0.02372627,-0.06964252,-0.041442007,-0.05134606,-0.042532448,0.012412957,0.047312792
ENSG00000070476.15,-0.05264263,-0.027313007,0.031040523,0.080264494,0.14258479,-0.05051923,0.022529876,0.06441314,0.022073794,-0.014842632,0.019474315,0.040787574,0.066574216,-0.017820697,-0.007278432,-0.027859475,-0.009423855,-0.059860766,-0.042756878,0.026532033
ENSG00000197763.20,0.046228882,-0.05035933,-0.0005665685,0.06187771,0.1042203,-0.01961709,0.011331668,-0.00012327403,-0.016064039,-0.021786846,-0.08072643,-0.027086932,0.027457789,-0.017436558,-0.06499307,0.026011514,-0.079912096,0.01875333,-0.014350158,0.083092175
ENSG00000159685.11,-0.005140713,-0.04317851,-0.027492687,0.09915218,0.02486574,0.057351917,-0.009595705,-0.03864659,0.06193447,-0.023542335,-0.016733337,-0.01273656,-0.030351076,0.048937615,-0.07698924,-0.026544474,0.021699985,-0.11025505,0.0012516202,0.0362165
ENSG00000114554.12,0.002690655,-0.058664337,-0.04433729,0.08858705,-0.0069696545,0.080425784,0.08093422,0.014815316,0.017009035,0.08043938,-0.055842176,-0.007536591,-0.013454823,-0.08094277,-0.02725688,-0.03569927,0.009763251,0.031610835,0.054510545,0.040141553
ENSG00000163870.16,-0.00072386576,-0.024416434,0.0183498,0.03876788,0.079526775,0.016515823,0.060558733,-0.054279268,-0.036426608,0.065564,-0.08005639,0.04244325,0.0333548,-0.040006746,-0.0038493064,0.022663157,-0.07042091,0.02441569,0.077899925,-0.021076001
ENSG00000114626.18,0.018399974,-0.002232869,-0.015018309,0.06816998,0.054116923,0.019050054,0.031383034,-0.056676414,-0.038679235,0.054771714,-0.046817467,0.040281918,-0.053785134,-0.050070204,-0.02247033,0.027605224,-0.04998087,-0.0013681081,0.03385883,0.042340193
ENSG00000074416.15,0.046554875,-0.084117115,0.071104385,0.09301485,0.0073372703,-0.006316904,-0.020478116,-0.035634015,-0.052712724,0.09441508,-0.06587437,0.09490154,-0.009543766,-0.07133894,0.013898903,-0.031004418,0.04438885,0.028095938,-0.01053573,0.0720771
ENSG00000058262.10,-0.029472588,0.037296396,0.021490602,-0.039924663,0.03539829,0.027921332,-0.02274069,-0.026020922,-0.0012352047,0.06373657,-0.048113406,0.05314605,-0.048761323,-0.084138595,-0.033676878,-0.043349076,0.0070488555,-0.03379316,0.07426335,0.07027829
ENSG00000175792.12,0.013839212,0.033775564,0.023620311,0.05006246,-0.06820526,-0.041056458,0.10746333,0.07092509,0.036578074,0.009364155,-0.1101167,0.17092928,0.06563641,-0.0404859,-0.10328086,-0.09331588,-0.14508004,0.037479088,0.043468405,-0.05604655
ENSG00000183624.14,0.0009133085,-0.08672727,0.022036213,-0.03313325,-0.020207064,0.057993982,0.027938453,-0.092108324,0.06955847,0.061501108,-0.036023017,-0.037453003,-0.09461416,0.018526157,0.007241254,0.08194246,0.020285362,0.050420053,0.024550164,0.11657386
ENSG00000129071.10,-0.093119144,0.01659906,0.011860178,-0.05107716,0.08868464,-0.08540513,0.0091365045,0.08661676,0.083018355,0.021446766,-0.018790461,0.0401203,-0.062132012,-0.107030585,0.059111238,-0.0714993,0.0642361,-0.1534456,-0.0069764713,-0.022959385
ENSG00000163913.13,0.033698462,-0.0085162455,0.031271502,0.04975727,0.047185067,0.024206422,0.028197613,-0.005757768,-0.015882943,0.0373528,-0.05924133,-0.021234678,-0.043845,-0.041860633,-0.03622743,0.014536745,-0.046290245,-0.05738572,0.019795308,0.0040563974
ENSG00000203644.3,-0.015750552,0.018524196,0.026770469,0.13359731,-0.058956925,0.08144006,-0.027845116,-0.034188095,0.009348614,0.04296877,-0.044412524,-0.025844408,-0.08024951,-0.09442829,-0.034410954,0.0010272178,0.05369905,0.031942096,-0.059118304,0.11368579
ENSG00000034533.12,-0.049673088,-0.04845463,0.028136756,0.005160851,-0.03820391,0.028449351,0.08485743,-0.054199908,0.010856789,0.071802996,-0.075385764,-0.03426302,0.0054083015,-0.075373285,-0.033912912,-0.0038384667,0.022202387,-0.056917332,-0.0013273003,-0.034221165
ENSG00000246082.2,0.035142865,-0.016646523,0.055824213,0.015961573,0.07854549,-0.02949974,0.07792038,-0.039527863,0.067470305,0.052825328,0.014782406,-0.0028495889,-0.031485036,0.015194835,-0.016798297,0.03818206,0.0043569156,0.0010797884,-0.0010619159,0.029749455
ENSG00000198585.12,-0.07180048,0.0013877494,0.0131827565,0.0474291,0.06595212,-0.05254326,0.038299534,-0.06633048,0.04004058,0.049049374,-0.051420435,-0.04256905,-0.049763706,0.016974034,-0.0126919085,-0.03950851,0.0030814514,0.040935952,-0.051823374,-0.006558563
ENSG00000114686.9,0.013921127,0.011171002,-0.08564054,0.023018418,0.0032924921,0.056373917,-0.017066095,-0.048389476,-0.077641584,-0.038233366,0.046437554,-0.05318104,0.058139216,-0.0011518609,0.090228185,0.062488027,-0.033100124,0.092148036,0.03906738,0.046274014
ENSG00000138246.17,-0.056718398,-0.022699216,0.010513861,0.012308414,0.069910206,-0.0033110953,0.061780978,-0.04401074,0.04208622,0.014847452,0.026098348,-0.04001129,-0.0033186174,-0.028155167,-0.033171598,0.0026133535,-0.028191648,0.031803545,0.0039441437,0.052056093
ENSG00000163781.14,-0.1072252,-0.043018322,0.10555791,0.010932591,0.07698005,0.113372646,0.041460272,-0.064527355,0.040953964,-0.022368688,-0.031784967,0.059624307,0.06770652,0.0203827,0.02361992,0.06090403,0.027095508,0.027667705,-0.001148588,-0.02120487
ENSG00000114019.15,-0.05603025,-0.014417821,0.015389244,-0.010407383,-0.039512187,-0.05835261,0.042392742,-0.022637308,0.0010675018,0.042797092,-0.09513949,-0.04007982,-0.0123917805,-0.061609674,0.031174105,-0.055418916,-0.028552333,-0.098519266,0.042574875,0.08605375
ENSG00000073711.11,-0.011831879,0.032674327,0.047274757,0.029107356,-0.048409183,0.063878685,0.03976522,-0.04681945,0.038195312,0.087215714,-0.04231205,0.038934145,-0.040087223,-0.048757393,0.019993812,0.03533985,0.0011321708,-0.05893449,0.0446973,0.065430954
ENSG00000114054.14,-0.062271055,-0.09715895,0.005744131,0.09136198,0.10123862,-0.00949802,-0.060951844,0.02511346,0.029301003,0.051730264,-0.040999647,-0.11486915,0.031014683,0.005892445,0.065741956,0.0060073566,-0.12986909,-0.04217818,0.04509345,-0.10365046
ENSG00000118007.13,0.03783557,0.02062922,-0.033121116,0.023485418,0.09875821,0.08286856,0.05601548,0.020795923,0.034433916,-0.007465975,-0.064590186,-0.047005963,0.0076824115,-0.023307662,-0.118363276,0.06928113,-0.02591702,-0.008669721,-0.027159864,0.02392343
ENSG00000158092.7,-0.04378265,-0.06368808,0.09751593,0.0075401375,0.09992253,0.064014316,-0.04712518,-0.049043484,-0.07175583,-0.037776794,0.044912893,0.09271924,-0.010447002,-0.041232914,-0.004323458,-0.020866133,-0.06859151,0.013685103,0.035526358,0.08488881
ENSG00000138231.13,-0.088616565,-0.005788613,-0.02319912,0.030779669,0.04452502,0.03929257,-0.0476394,-0.030626653,0.036890868,0.021752838,-0.101663776,0.032811955,0.015222956,-0.033505738,-0.098178454,0.0138922995,-0.021987043,0.045627356,-0.014024816,0.037493356
ENSG00000158234.12,0.057739343,-0.0125439605,-0.019821078,0.075015895,-0.0035352865,0.09162441,0.07149193,0.004001891,0.06340334,0.034545448,-0.011141469,0.087452054,-0.035663497,0.020593053,-0.10516704,-0.071337804,-0.013636886,-0.015238183,-0.02556697,-0.027885748
ENSG00000248932.6,0.009814691,0.01081407,0.092459634,0.07740019,0.036023974,0.022102758,-0.045530256,0.0049402863,-0.047146413,0.11180252,-0.09214882,0.031028807,0.03644664,0.0429225,-0.06172464,0.060420446,0.013919779,-0.02777956,-0.053130984,0.0661632
ENSG00000114113.6,-0.028325167,-0.06933709,-0.0044273166,0.04043876,0.08068132,0.056355514,0.010996382,-0.01461138,0.036318522,0.055836037,0.008939162,0.037726965,-0.012665722,0.008259053,-0.006808494,-0.046516802,-0.012243607,-0.071126126,-0.033553846,-0.03246145
ENSG00000114115.10,-0.18173458,-0.076754905,-0.22995582,0.16525047,0.04167447,-0.09307924,0.0054868404,0.14303389,0.13521315,0.0040470785,0.19249187,0.1899931,-0.0601029,0.008309333,-0.12136987,0.10495292,0.16516401,-0.13859725,0.13478415,-0.0768538
ENSG00000163864.17,0.018330911,0.008606932,-0.0017112951,-0.0058267703,0.064922966,0.07222411,0.008284953,-0.04530422,0.071288355,0.051099733,0.032098316,0.051123016,-0.019226946,0.021401132,-0.07348259,0.009783057,0.03717225,-0.063427016,0.027922064,0.06812102
ENSG00000114120.14,-0.041957628,-0.06875446,0.05751031,-0.03142064,0.07126772,-0.0299989,-0.020019408,0.034216173,0.064161256,0.0074850908,-0.06799526,-0.097437315,-0.06934925,0.04297581,0.015634136,0.039207965,0.03789261,-0.11364872,0.038710345,0.018665984
ENSG00000155903.13,-0.025990404,0.060711663,0.012886624,0.08588432,-0.02228702,0.05897817,-0.06849353,0.038291115,-0.07227588,0.07136286,-0.1550536,-0.012129277,-0.032893237,-0.048195817,-0.12405577,-0.01929097,-0.10634365,-0.084486455,0.060354058,-0.030797537
ENSG00000175054.16,-0.007825834,-0.065025866,-0.03724992,0.07408173,-0.035352528,0.011584023,-0.029126538,-0.12714653,-0.044271804,0.07228718,0.045075268,-0.06262066,0.051491197,0.04463474,-0.06875458,0.060653925,-0.12661655,-0.11513258,0.018618824,0.13785979
ENSG00000120756.13,0.06150019,0.036358673,0.04725073,-0.0297696,-0.026682062,-0.050472207,-0.016137376,-0.018978544,-0.030602999,0.0026356261,-0.032187205,0.039699115,0.0072670914,0.044717934,0.050111912,0.016058488,0.030465173,0.030891402,0.002867309,-0.06062557
ENSG00000163714.18,-0.0052134222,0.061603278,0.070527494,0.033514984,-0.029367914,0.03853266,0.10549591,0.066796966,0.15073346,-0.06754889,0.029943021,0.068110265,-0.047178123,-0.11016585,-0.122000806,0.0151123665,0.0645298,-0.008085608,0.03187309,0.031902336
ENSG00000181744.9,-0.0032737413,-0.08073421,0.064768404,0.044012763,-0.0001797514,0.09171286,0.053144164,0.076539695,-0.06707871,0.055310667,-0.09521918,-0.056687247,0.009757508,-0.12839714,0.064629816,0.04359074,-0.06110531,0.06515109,-0.015992112,0.08544261
ENSG00000152952.12,0.024274986,0.081325315,0.009882264,-0.059591953,0.018846327,-0.032017272,0.0035560569,-0.06663344,0.007583713,0.043494847,-0.065052025,0.13613644,-0.06725623,-0.0018346544,-0.083761975,-0.041613474,-0.015022612,-0.107442126,-0.0079775965,0.017793566
ENSG00000114698.15,0.056199078,-0.00071214477,-0.04623912,-0.03859074,0.12329795,0.013716783,0.12393813,-0.027503235,0.037947644,-0.00087793136,0.0111357495,-0.01351316,0.0653012,-0.06705617,-0.01218407,0.024093183,-0.008971722,-0.059864786,0.030375753,0.108875655
ENSG00000163755.9,0.031923663,-0.05180219,0.07629129,-0.025104707,-0.019179426,0.03321403,0.06799309,0.015289358,0.038545325,-0.043369424,-0.03072087,-0.052948136,-0.044281933,-0.03564431,-0.054197818,0.020646105,-0.025300581,-0.07727751,-0.013326817,0.0727868
ENSG00000169908.12,0.094850905,0.11994242,-0.03004653,0.21566536,0.114135854,-0.027023181,-0.14864546,0.06406365,-0.0534538,-0.021688204,-0.20200342,-0.17196861,-0.20866324,-0.12444524,-0.16002807,0.03977519,-0.0050183805,-0.05484193,0.08975446,-0.15858404
ENSG00000240541.3,-0.07547534,-0.01999019,0.026449554,0.027898084,0.012565909,-0.000115892755,0.05630881,-0.05328451,0.054317866,0.0005862795,-0.043997772,0.004023815,-0.04658908,0.048388246,-0.06826889,0.035466887,-0.019354602,0.0031418363,0.012322094,0.0038117003
ENSG00000070087.14,-0.056963723,-0.11144083,0.017588997,0.075468466,0.081773475,-0.025999945,-0.041685227,-0.045643356,0.016008109,0.018363614,-0.012617944,-0.10597314,-0.04394041,-0.056012034,0.034709163,0.06691467,-0.012285574,0.00042252356,0.0028376204,-0.0020976558
ENSG00000144895.12,0.029275531,0.053959027,-0.001363154,0.14988722,0.07724292,0.0013595474,0.036450796,0.14230648,-0.03063052,-0.03944033,-0.003361848,-0.10025473,-0.06600551,0.06056566,-0.09445066,-0.09257509,-0.11678639,-0.067739196,-0.00617374,0.064002305
ENSG00000181788.4,-0.064774945,0.023846177,0.050782204,0.068163246,0.064914174,-0.024324534,-0.040773526,-0.076184,-0.0048338417,-0.0039463644,-0.09707123,-0.025184669,-0.0459183,-0.07383655,0.01641522,0.010891217,0.04357305,-0.07135197,-0.02542694,-0.02709734
ENSG00000174953.14,0.032483738,0.05448255,0.051962085,0.008728082,0.03003091,0.040727224,0.058846746,0.047018975,0.0026428697,0.028433302,-0.07155125,0.07977855,-0.054026663,-0.056570735,-0.021483066,-0.041935027,0.020155547,-0.06407424,-0.010937561,0.017437318
ENSG00000196549.13,-0.10996307,0.063304655,-0.040836263,0.03174952,-0.013336867,0.025970247,0.049710702,-0.06997007,0.07811828,0.066709474,-0.051243607,-0.04481436,0.0036262784,-0.036052544,-0.10259497,-0.0594245,-0.017802529,-0.010669135,0.0032532262,-0.049128298
ENSG00000114805.18,0.022242915,0.019039439,0.040209945,-0.034498315,0.08345713,-0.036159925,0.05918031,-0.05056906,-0.04458392,0.030366383,-0.027380899,0.053479653,-0.004742506,-0.091876775,-0.048737116,-0.04143508,-0.02359709,-0.002133433,-0.009725189,0.057630546
ENSG00000163659.13,-0.07059243,0.01693925,0.038617097,-0.012989513,0.09994625,-0.03437302,0.10556249,-0.12016427,-0.05471095,-0.14277975,-0.11654946,0.04621829,-0.0061375443,0.010156621,0.0015019291,-0.07963615,-0.04298954,-0.0007992642,0.06864466,-0.022880228
ENSG00000163660.12,-0.0895215,0.04727215,0.08994576,0.08306943,-0.023138482,0.05305287,-0.042761948,0.034546196,-0.033613,0.05934843,-0.06821789,-0.12852556,-0.02070059,-0.059457753,-0.013692505,0.043592617,-0.05232054,-0.014587789,-0.003932939,0.035662353
ENSG00000178053.20,0.004273922,-0.05220499,0.06934336,0.014423985,0.06845062,-0.05302303,0.040617883,-0.0039618476,0.060537577,-0.0042773425,0.05138048,-0.007978567,0.009661186,-0.028133607,-0.012836248,0.0626992,-0.0490159,-0.11337797,0.050000463,0.014186565
ENSG00000079257.8,-0.013459397,-0.0320351,-0.054200463,-0.02874169,0.042891238,-0.073847316,0.034296643,-0.030461458,-0.027692644,0.018056402,-0.10401734,-0.023850976,-0.009078558,-0.104664706,-0.14303048,0.0040248977,-0.060087744,-0.015460048,-0.052835066,-0.013603015
ENSG00000118849.10,0.0022437982,-0.018780885,0.01409532,0.05045396,-0.052955683,0.007342172,0.046610203,0.01064766,0.044533882,-0.017312301,-0.1035303,0.020848317,-0.042707004,-0.09532166,-0.10208189,0.015270673,-0.06317005,0.044188887,0.00045811993,0.047400504
ENSG00000113810.16,0.23903851,-0.17173077,-0.081543304,-0.12390642,0.053372886,0.103581175,0.16272396,0.14350905,0.12245138,-0.028253779,-0.15872642,0.103049986,0.040222827,-0.14862944,-0.091089375,0.059355278,0.13490723,-0.14886959,0.17653145,-0.13046551
ENSG00000179674.4,-0.23286386,-0.15322712,0.00079545367,-0.056938555,0.013714425,0.072343946,-0.20682643,-0.13903072,0.08681145,-0.21132912,-0.13286155,-0.008960215,-0.10804802,-0.031028997,0.088932335,-0.034908116,-0.018896887,-0.026951633,0.18289317,-0.019510992
ENSG00000163590.14,-2.092598e-05,0.0029548572,0.062938355,-0.021274978,0.092174135,0.079241484,-0.028258903,0.012485261,-0.031315442,-0.00372038,-0.09688652,0.04870624,-0.06830516,-0.05702541,-0.056646716,-0.029478341,-0.02760763,0.021225575,0.0023957968,0.0064590564
ENSG00000085276.19,-0.053049386,-0.061625127,0.101473786,0.03770877,0.062012013,0.008029407,-0.031662717,0.038458746,0.04720288,0.024912741,-0.072403,0.082034096,0.021903744,0.04180689,-0.044448026,0.07288301,-0.05529091,0.023225345,0.02600282,-0.025664287
ENSG00000184378.3,0.03454777,0.023504252,0.0685793,-0.016411543,0.004434331,0.14099698,0.08496976,-0.106758684,0.034054823,0.0290575,0.014303128,-0.12152633,0.058778875,-0.077695064,0.006810845,0.071059935,-0.12591371,0.012999188,0.0144977905,0.03968142
ENSG00000085274.16,0.009209816,-0.06777057,0.1042938,-0.021178104,0.07681887,0.06506257,0.087467745,0.0417547,-0.011110247,-0.04396975,-0.023455434,0.056670215,0.008240339,0.03999542,0.0021774662,-0.056881268,0.00047708603,-0.10129437,-0.019851059,0.01254021
ENSG00000173890.17,0.063108444,0.08292924,-0.014310423,-0.025624484,-0.03385461,-0.048439827,-0.0770986,0.008184629,-7.880296e-05,-0.02798033,-0.06521764,0.02734261,-0.009737995,0.079054125,0.007590455,0.007193684,0.031616792,-0.054713726,0.009658972,-0.026160274
ENSG00000163577.8,-0.075424,-0.10243026,0.072880775,0.045263834,0.0081289485,0.050565593,0.011907849,0.00770897,0.054369096,-0.027532564,-0.019856218,-0.0696225,-0.037889577,0.010260117,0.012591469,0.03077919,0.0071036317,0.03755281,0.033558607,0.09934954
ENSG00000154310.17,0.021472177,-0.035206262,0.08970348,-0.0659716,0.073564924,-0.053062096,0.036479313,0.006426188,-0.037678566,-0.03465165,-0.11322621,-0.07310957,0.013600821,-0.09129533,-0.05052563,-0.115590535,-0.06972328,-0.038321592,-0.022941213,-0.015109745
ENSG00000075651.16,-0.09042442,0.044911012,-0.02955177,-0.029698988,-0.0390678,-0.046416946,0.11785857,0.03854298,-0.045030504,0.015738014,-0.05712492,0.050899636,-0.0072755953,0.018214477,-0.10419914,-0.009666679,-0.05131496,-0.09173242,0.04306339,0.10770194
ENSG00000121858.11,-0.0406712,-0.0063293814,-0.05807331,-0.035135332,0.16388357,-0.030545667,-0.04347199,-0.022059537,-0.022651944,0.021729475,0.15477759,0.15409988,-0.15183589,0.056882802,-0.057633974,0.06777209,-0.044486776,0.09122835,-0.010372547,0.15550317
ENSG00000114346.14,0.1387347,-0.13727063,-0.010583904,-0.059377838,-0.06490227,0.03729774,0.14910749,0.08267794,0.13589554,0.02383803,-0.01758867,-0.09662476,-0.05861342,0.073903576,-0.09111144,-0.028447006,0.05045545,-0.15209037,0.0103130685,0.04053081
ENSG00000172667.11,-0.12437727,-0.04738372,0.012820282,0.029208805,-0.030062614,0.04997437,-0.041217156,-0.1028693,-0.06903794,0.08266066,-0.031441227,0.07122182,0.040534783,-0.060904216,0.023488067,-0.092933066,0.03210029,-0.13764822,0.06426591,0.032377362
ENSG00000121864.10,0.049995027,-0.019269675,0.097416535,-4.1401006e-05,-0.008992681,0.08463584,0.09358673,0.053514004,0.10360925,0.066271774,0.010279243,0.025839768,0.03279075,0.018328456,-0.06524538,0.05781531,0.026163658,-0.018955523,-0.04582574,0.036918484
ENSG00000163728.11,0.05003072,0.024221342,0.09033639,-0.025136452,0.019192321,0.055940747,0.10082163,0.06705454,-0.01458097,0.05027104,-0.021758154,0.06849339,-0.0020365682,-0.06521918,-0.049145054,0.005923782,-0.11730704,0.008318332,-0.00023468459,0.021120597
ENSG00000058063.16,0.00883805,-0.01949165,-0.020349689,0.0019028373,0.06418104,-0.018686684,-0.0021746478,-0.020701453,0.023728745,0.057520878,-0.030327996,0.022753691,-0.059630964,-0.016114086,-0.057091825,-0.015854158,-0.016243976,-0.05847475,0.0359687,0.045546647
ENSG00000078070.13,-0.03195581,-0.03563919,-0.030889122,0.082461104,-0.029304527,0.025833486,-0.05114584,0.040979747,0.023599645,0.05952441,0.0017024995,0.003400455,-0.06957723,-0.055572294,-0.09359165,0.029787922,0.0055217645,-0.089087754,-0.054444972,0.07789171
ENSG00000240024.5,-0.05898336,-0.0370512,0.013243278,-0.016444243,0.07925287,0.02552213,0.09624542,-0.041315496,0.009390828,0.011688362,-0.072387494,-0.006809164,0.059546806,0.044890344,0.041566435,-0.017580053,-0.063937515,-0.045108553,-0.006382103,0.014074264
ENSG00000163872.16,-0.022741182,-0.060562648,0.042338897,0.038452845,-0.0019143092,0.008142001,0.03981021,-0.097948164,0.04974935,-0.010245435,-0.08498016,-0.04244227,0.014927765,-0.07759967,-0.058772463,-0.046758708,0.029263703,0.028274344,0.002863945,0.0039946972
ENSG00000145191.15,0.046196043,0.005940374,0.07991154,-0.0014280931,0.08207236,0.073683605,-0.007938291,0.025922347,0.07574061,0.010328987,0.058124833,0.05167067,-0.0298448,-0.1145449,-0.00934108,-0.012661611,0.033721503,-0.1159648,-0.05968741,-0.015104525
ENSG00000214160.10,0.006770207,0.03657258,-0.050128326,0.05350539,0.050987344,-0.00014468828,0.058238614,-0.1090579,0.08235697,-0.0067240484,0.051846944,-0.1095235,-0.053459875,-0.04538456,-0.012126894,-0.0515607,-0.00483603,0.018392568,-0.08421227,0.108416155
ENSG00000182580.3,-0.018346138,0.05829403,-0.019176848,0.024876408,0.10440205,0.07825165,-0.007977266,-0.0066276696,0.09341312,-0.027517254,-0.0770835,-0.058920853,0.072643146,-0.11875971,0.024567239,0.08825467,-0.0584086,-0.020270094,0.09145023,0.008827182
ENSG00000156931.16,0.024932783,0.0011819188,0.082512826,0.024055999,0.11160229,-0.010502852,-0.003900882,-0.095681265,0.08170425,0.09447224,0.034788795,-0.028963568,-0.028899675,0.029882858,-0.059489477,0.040054556,0.02864729,0.0062224236,0.0014883608,-0.037596453
ENSG00000113790.11,0.01862834,0.0066223224,0.10877284,-0.0026575215,0.06598664,0.098244675,0.028132698,0.027595172,0.05027621,0.0049467324,-0.035198417,0.08222335,0.023506202,0.022448353,0.027535977,-0.009202728,-0.06957823,-0.041889206,-0.0077587594,0.015552393
ENSG00000163900.11,0.06745782,-0.07352955,0.10368631,0.07473868,0.09368302,-0.08137837,0.04616494,-0.044642173,-0.05034129,-0.011011959,-0.00936294,-0.09281768,0.025982082,-0.023149695,-0.10232583,0.070015684,-0.09166016,0.009761613,0.0402344,-0.01509345
ENSG00000163918.12,-0.034304664,0.034991745,-0.101577684,-0.019651528,0.07535133,-0.034001194,-0.0055987095,-0.0918539,0.1547652,-0.019618528,-0.12583233,-0.083356075,0.034183193,-0.071254626,-0.10787643,-0.027083179,0.02632193,0.05984407,-0.10046462,0.02052625
ENSG00000073849.16,-0.08127588,-0.04433087,0.0105015645,0.020607213,-0.00344267,-0.086007975,0.11907021,-0.039259627,-0.037096508,0.0542488,-0.077724196,-0.075982116,0.040574044,-0.013113292,-0.018283399,0.084444925,-0.10944529,0.0776371,0.047743548,0.050759103
ENSG00000136514.3,0.046704277,0.02454235,-0.019236855,0.09501047,0.0625203,-0.0023677899,0.090995386,0.009979239,0.033898063,0.022981025,0.05299283,0.031200277,-0.05717063,-0.03864224,-0.09049212,-0.055626046,0.04939105,-0.06378694,-0.03626861,0.020543005
ENSG00000163347.6,-0.0063268277,-0.07168002,-0.020531151,-0.04351881,-0.07833311,0.06413665,0.0821505,-0.037197147,0.03108849,0.064395525,-0.034089852,-0.11949394,0.04466756,-0.1089914,-0.12195708,0.0014188694,0.07786434,-0.048333716,-0.03330562,0.07070423
ENSG00000180611.7,-0.05643456,0.029626505,0.069712505,-0.05003672,-0.010878422,-0.042340845,0.06496655,-0.054906577,0.02619009,0.013063689,-0.0190161,-0.03828768,-0.07113883,-0.07565315,-0.08354387,-0.0040573236,-0.06847292,0.007702071,-0.04129197,-0.008862563
ENSG00000198836.11,0.086496234,-0.042569015,0.025484348,0.04424673,0.07788497,-0.008346665,0.06685391,-0.04831875,-0.054261558,-0.01203723,-0.0028432219,-0.07865717,-0.014882234,-0.062120505,-0.076432444,-0.07968766,0.010462569,-0.03671936,0.047430824,0.055945303
ENSG00000114315.4,0.09015566,0.18880785,0.049882993,0.049061764,0.2615071,-0.056142446,-0.006544607,0.12082512,0.15318736,-0.06386176,0.0780912,-0.10812875,-0.22297156,0.0641888,0.07485495,-0.032599915,-0.030578876,-0.09076813,0.22196423,0.038873766
ENSG00000231770.6,-0.04108224,-0.053413097,0.054160226,0.014199325,0.045011982,-0.04751169,0.075934455,-0.015306979,-0.031285115,0.05383214,0.054257683,0.020686023,0.048867818,-0.0076611144,-0.085883826,-0.005824449,-0.046034984,-0.072067596,0.03829317,0.019810777
ENSG00000145014.18,-0.08131784,-0.024377838,0.081717834,0.018579481,-0.039080042,-0.04081835,0.011407687,-0.07406307,-0.013228214,0.09440405,0.035991825,-0.034857698,-0.04356757,-0.10096553,-0.01586062,0.03244096,-0.040417172,0.022560297,-0.03881672,0.050684106
ENSG00000176945.17,-0.0041497657,0.030326718,-0.0031694837,-0.016728219,0.06864169,0.038400672,0.0786436,0.021459805,-0.029217664,0.048238374,-0.0801419,-0.005331774,0.018872665,0.020530624,-0.07661544,-0.012644509,0.0042802608,-0.07939257,0.06267227,0.05387307
ENSG00000072274.13,-0.152158,0.08369352,0.17930505,-0.07759171,0.08051409,-0.019488828,-0.060632665,-0.11053438,-0.09663937,0.1528388,0.08632898,-0.16763908,0.037371095,0.21272522,-0.027009904,0.033603784,0.030094989,-0.08363935,-0.15572691,-0.20590624
ENSG00000161217.12,0.007162616,-0.086319394,0.065944485,0.020758333,0.038133346,-0.059716627,0.0018810801,-0.012045141,0.03371759,0.08215649,0.04465618,0.027158719,-0.030711418,-0.033207186,-0.08701076,-0.03209702,0.00768013,0.031463806,-0.0340215,0.036088843
ENSG00000185798.8,-0.02552394,-0.08048978,0.023641247,0.047757648,0.07965859,0.009719743,0.048287384,-0.060048223,0.058638085,0.07193995,0.053983785,-0.034732066,0.040941548,-0.05372994,-0.0132231675,-0.06101157,-0.051148504,0.029653791,-0.057403766,-0.048967544
