Z_5,gene,abs_loading,factor
-0.34896305,ENSG00000182600.9,0.34896305,Z_5
-0.3173493,ENSG00000251562.8,0.3173493,Z_5
-0.31340346,ENSG00000100097.12,0.31340346,Z_5
-0.28282082,ENSG00000211892.4,0.28282082,Z_5
-0.2801437,ENSG00000141753.7,0.2801437,Z_5
-0.26398948,ENSG00000112562.19,0.26398948,Z_5
-0.24639618,ENSG00000111832.13,0.24639618,Z_5
-0.23970218,ENSG00000015413.9,0.23970218,Z_5
-0.23781042,ENSG00000160180.17,0.23781042,Z_5
-0.23122346,ENSG00000185187.13,0.23122346,Z_5
-0.22628587,ENSG00000115386.6,0.22628587,Z_5
-0.21793999,ENSG00000204389.10,0.21793999,Z_5
-0.21698172,ENSG00000171792.11,0.21698172,Z_5
-0.20527317,ENSG00000171202.7,0.20527317,Z_5
-0.20399338,ENSG00000148346.12,0.20399338,Z_5
-0.2039158,ENSG00000123200.17,0.2039158,Z_5
-0.20334326,ENSG00000113810.16,0.20334326,Z_5
-0.20178784,ENSG00000166920.13,0.20178784,Z_5
-0.20127903,ENSG00000137752.24,0.20127903,Z_5
-0.19864176,ENSG00000188761.13,0.19864176,Z_5
-0.19600768,ENSG00000167920.10,0.19600768,Z_5
-0.18790165,ENSG00000103534.17,0.18790165,Z_5
-0.18399204,ENSG00000001626.16,0.18399204,Z_5
-0.1826618,ENSG00000141738.14,0.1826618,Z_5
-0.18155384,ENSG00000245532.9,0.18155384,Z_5
-0.18100698,ENSG00000116667.15,0.18100698,Z_5
-0.18038921,ENSG00000198786.2,0.18038921,Z_5
-0.18035266,ENSG00000171431.4,0.18035266,Z_5
-0.17783116,ENSG00000129534.14,0.17783116,Z_5
-0.17536534,ENSG00000115415.20,0.17536534,Z_5
-0.17116259,ENSG00000160551.12,0.17116259,Z_5
-0.17099641,ENSG00000104714.14,0.17099641,Z_5
-0.17096938,ENSG00000164104.12,0.17096938,Z_5
-0.16966687,ENSG00000168955.4,0.16966687,Z_5
-0.16903175,ENSG00000278505.5,0.16903175,Z_5
-0.16779055,ENSG00000154473.18,0.16779055,Z_5
-0.16712101,ENSG00000196878.15,0.16712101,Z_5
-0.16661756,ENSG00000136824.19,0.16661756,Z_5
-0.16643219,ENSG00000155850.8,0.16643219,Z_5
-0.16612794,ENSG00000131791.8,0.16612794,Z_5
-0.1660338,ENSG00000102738.8,0.1660338,Z_5
-0.16540994,ENSG00000118971.9,0.16540994,Z_5
-0.16527417,ENSG00000100196.11,0.16527417,Z_5
-0.16341028,ENSG00000141447.18,0.16341028,Z_5
-0.16124274,ENSG00000158411.11,0.16124274,Z_5
-0.16048642,ENSG00000131748.16,0.16048642,Z_5
-0.16012661,ENSG00000104522.16,0.16012661,Z_5
-0.15813744,ENSG00000261437.1,0.15813744,Z_5
-0.1580971,ENSG00000121486.12,0.1580971,Z_5
-0.15651637,ENSG00000197324.9,0.15651637,Z_5
