Z_4,gene,abs_loading,factor
0.28134367,ENSG00000137563.13,0.28134367,Z_4
0.26242638,ENSG00000139289.14,0.26242638,Z_4
0.24815218,ENSG00000104765.16,0.24815218,Z_4
0.2471574,ENSG00000015475.19,0.2471574,Z_4
0.2318721,ENSG00000133935.7,0.2318721,Z_4
0.22119597,ENSG00000088325.16,0.22119597,Z_4
0.21761103,ENSG00000214049.8,0.21761103,Z_4
0.21543014,ENSG00000068745.15,0.21543014,Z_4
0.21263044,ENSG00000155097.12,0.21263044,Z_4
0.20840053,ENSG00000122884.13,0.20840053,Z_4
0.20744115,ENSG00000089063.15,0.20744115,Z_4
0.20592938,ENSG00000145384.4,0.20592938,Z_4
0.20458998,ENSG00000152422.16,0.20458998,Z_4
0.20100753,ENSG00000103888.17,0.20100753,Z_4
0.2005949,ENSG00000165195.16,0.2005949,Z_4
0.19997396,ENSG00000118523.6,0.19997396,Z_4
0.19974437,ENSG00000171345.13,0.19974437,Z_4
0.19755593,ENSG00000173334.4,0.19755593,Z_4
0.19566382,ENSG00000137168.8,0.19566382,Z_4
0.19283544,ENSG00000171004.18,0.19283544,Z_4
0.19060561,ENSG00000089685.15,0.19060561,Z_4
0.18707438,ENSG00000085662.14,0.18707438,Z_4
0.18603216,ENSG00000104450.13,0.18603216,Z_4
0.183645,ENSG00000111701.7,0.183645,Z_4
0.18289454,ENSG00000164949.8,0.18289454,Z_4
0.17983264,ENSG00000129538.14,0.17983264,Z_4
0.179276,ENSG00000160180.17,0.179276,Z_4
0.17914215,ENSG00000150456.11,0.17914215,Z_4
0.17901495,ENSG00000198692.10,0.17901495,Z_4
0.17797315,ENSG00000160208.13,0.17797315,Z_4
0.1778546,ENSG00000185101.13,0.1778546,Z_4
0.1776345,ENSG00000170619.10,0.1776345,Z_4
0.17741285,ENSG00000104870.13,0.17741285,Z_4
0.17644224,ENSG00000168268.11,0.17644224,Z_4
0.17618792,ENSG00000169583.13,0.17618792,Z_4
0.175397,ENSG00000153234.15,0.175397,Z_4
0.17507939,ENSG00000197183.14,0.17507939,Z_4
0.17485264,ENSG00000131746.13,0.17485264,Z_4
0.17352204,ENSG00000124486.14,0.17352204,Z_4
0.1734443,ENSG00000147889.18,0.1734443,Z_4
0.1734,ENSG00000055130.17,0.1734,Z_4
0.17275797,ENSG00000161981.11,0.17275797,Z_4
0.17208418,ENSG00000145632.15,0.17208418,Z_4
0.17198291,ENSG00000186591.13,0.17198291,Z_4
0.17072868,ENSG00000125378.16,0.17072868,Z_4
0.16987872,ENSG00000184012.14,0.16987872,Z_4
0.16886753,ENSG00000138448.12,0.16886753,Z_4
0.16740859,ENSG00000163660.12,0.16740859,Z_4
0.16720927,ENSG00000131473.17,0.16720927,Z_4
0.16659231,ENSG00000105559.12,0.16659231,Z_4
