,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Z_10,Z_11,Z_12,Z_13,Z_14,Z_15,Z_16,Z_17,Z_18,Z_19
ENSG00000163032.12,-0.035400663,-0.14779063,0.0552197,0.0043869833,-0.04511783,-0.080573246,0.07177101,0.044595018,0.070891306,-0.012073995,-0.1258515,0.015855027,-0.022863157,0.019333007,-0.07006506,0.01685793,-0.036028776,0.13192105,0.036517166,0.0143445525
ENSG00000163029.16,0.07152863,-0.05842334,0.102985084,0.029739011,-0.0140074175,-0.036911972,-0.019426877,-0.05241746,-0.009085128,0.006543829,-0.07354279,0.030777361,-0.0149391005,-0.05729491,0.07815903,-0.09721783,0.0037701274,0.005709235,-0.021943096,-0.10045713
ENSG00000178295.15,-0.016723696,-0.04444769,-0.024952976,-0.01845501,-0.03740019,-0.032956384,0.018648807,0.07373166,-0.06605273,-0.071722046,-0.025395228,-0.038337674,0.06430945,-0.0213056,0.07610311,0.0167075,0.047066763,-0.031946734,0.09022442,-0.02593841
ENSG00000170745.12,0.010998612,-0.03213918,-0.0123744495,-0.07325481,0.052279033,-0.05483506,-0.005871688,-0.0014090494,-0.0663276,-0.0016239942,-0.059797827,0.020335652,-0.027445886,-0.05873663,0.014450691,0.00335811,0.010662493,0.041886758,0.026899485,-0.037169855
ENSG00000183891.6,0.012880374,-0.052215543,0.05121526,-0.09737156,0.078986734,0.06569909,0.07548274,0.062688775,0.036877908,-0.004166355,0.0002706046,-0.0638214,-0.09226556,-0.011891079,0.02389365,-0.0111287935,-0.099213615,0.040932626,0.08315363,0.03280393
ENSG00000118965.16,0.00074480317,-0.04327255,0.07044818,-0.074894145,-0.060638107,0.008678386,0.015502494,0.03809968,-0.06682729,-0.068413936,0.021319536,0.024145875,0.09001234,0.028055232,0.016790979,-0.0637228,-0.03973557,-0.04482249,-0.060317624,-0.024739433
ENSG00000055917.16,-0.030403614,-0.07378954,0.119765945,-0.073961206,-0.028006472,-0.089093335,-0.02877739,0.005398146,-0.01732886,-0.077924296,-0.025479628,0.055201795,-0.058076467,0.018482111,0.012399427,0.041544836,-0.041300572,-0.047114085,0.013270523,-0.041804045
ENSG00000143878.10,-0.078361385,0.20399107,0.20049612,0.06621719,-0.019813435,0.21191373,0.14427595,-0.025296332,-0.17349447,-0.060889233,0.20156273,0.040072136,-0.135015,0.07875572,-0.04904559,-0.12890242,-0.07345791,-0.044757802,-0.035037756,-0.101947576
ENSG00000118960.13,-0.058517594,0.03805792,-0.009732812,-0.019243438,-0.0426002,-0.08927096,0.08336527,0.034353778,-0.014512965,0.02390339,-0.07451169,0.0036239135,0.052511033,-0.09410772,0.06434105,-0.15763523,0.037306126,0.1260999,-0.0367606,-0.04225182
ENSG00000118961.15,0.086066864,0.0066831307,0.07041088,-0.11729153,0.05414669,-0.034673907,-0.07907028,-0.009408016,0.03473091,0.007983493,0.029647388,0.01284987,0.1358109,-0.005974314,-0.0133769605,-0.1034667,0.047415476,0.11419076,0.014589294,0.042260442
ENSG00000119778.15,0.041126247,-0.059904467,0.090069704,-0.06594014,0.09027985,0.028000822,-0.0025278968,0.06089573,-0.0822421,0.04630391,0.056162205,0.046228908,0.023129275,-0.023537477,0.052218072,-0.08726804,0.066050686,0.039441124,0.02905394,0.022765974
ENSG00000198399.15,-0.07456807,0.01830975,-0.059332605,-0.089071505,-0.058967747,-0.11304398,0.023678375,-0.016562035,-0.00357945,-0.11064335,-0.0329787,0.012464808,0.018537601,-0.009356498,0.01791546,0.026415294,-0.051840115,0.10725026,0.098220505,-0.031552248
ENSG00000138101.19,0.051611386,-0.085574895,0.07679128,0.03306843,0.038647052,-0.04270072,-0.0073729074,0.09794336,-0.03811333,0.0109084435,-0.0048835026,-0.0519672,0.041810557,0.061379664,-0.026646504,0.0045438567,-0.046039354,0.04856446,0.047437582,0.04816436
ENSG00000084731.15,0.05169464,-0.09448276,-0.05937052,0.05837449,0.05923726,0.022852534,-0.061852753,0.0929438,-0.026447603,-0.030350465,0.00744322,0.082711905,0.07252962,-0.04528612,0.059769895,0.019127736,-0.053257603,0.07739379,0.07628868,-0.058017254
ENSG00000084733.11,-0.059497222,0.052233893,0.050830975,-0.013654766,-0.03842708,-0.007962212,0.0557595,0.0017745788,0.015343671,0.041551415,0.04096621,-0.018559473,-0.083937034,0.010584957,-0.06929454,0.041997734,0.061848328,-0.08619345,-0.092703104,-0.0038418195
ENSG00000084754.12,0.028518857,-0.08484661,0.023222776,0.0045652976,-0.013085038,0.112918496,0.12768818,-0.004354555,0.121013835,-0.059338797,0.01373235,0.037912216,-0.11297369,0.08552758,-0.09566344,0.07214946,0.10997725,0.06305937,0.0133275585,-0.0029926258
ENSG00000138029.14,-0.0725315,-0.0055848956,0.08758821,-0.089225866,0.038049113,-0.08855162,0.14153628,-0.06409115,-0.0135103045,-0.0731305,-0.018340109,0.055753928,0.104396045,-0.10862478,-0.043838356,0.060261425,0.017453372,0.037912782,-0.037017133,0.09336829
ENSG00000138018.18,0.05898282,0.032379597,0.07025672,-0.016831875,0.075202934,0.048620384,-0.05137641,0.080002785,-0.012067319,-0.057682652,-0.054482754,0.015129467,0.041061208,-0.054329216,-0.004440709,0.015581287,-0.035091463,-0.037051424,0.025611904,0.027353495
ENSG00000173557.15,-0.0108523425,-0.1681944,-0.04870132,-0.0145203965,-0.0051779146,0.07897587,0.08954501,-8.1477316e-05,0.028287834,0.035394054,-0.083646454,0.07982296,0.088141076,-0.11854432,-0.084859855,-0.06966271,-0.056905027,0.019596547,0.09837503,-0.046117797
ENSG00000115163.15,0.028570276,-0.0075267665,0.073593475,-0.07161052,0.044157997,-0.049969677,-0.021325566,0.06608762,0.02267039,0.044571396,0.03291563,0.0241311,0.08788485,0.049649417,0.03698981,0.027842313,-0.013776002,-0.0150346765,0.068379916,-0.08195187
ENSG00000084693.16,0.11247534,0.003801332,0.011266892,-0.1310937,0.11774744,0.031519447,0.00090810354,-0.042440586,0.020615434,-0.037168134,-0.09615992,-0.08058025,0.06590639,-0.00020212326,0.032470703,-0.072449565,0.017422803,-0.010910225,-0.024774931,0.037083812
ENSG00000138028.16,0.11773439,0.05573155,0.060721762,-0.024187306,-0.018472016,-0.027861213,0.019919114,-0.010344068,0.043885015,-0.0041233804,-0.03966058,0.013141574,0.10679356,-0.038951576,0.073900245,-0.09047237,0.051385157,0.03841771,0.057762038,-0.063449554
ENSG00000138073.14,0.053312965,0.03809104,0.05933061,-0.048935343,-0.021279309,0.025961151,-0.05974054,0.053416636,0.011670734,-0.0010702477,-0.051837243,0.0562831,0.101333134,0.0020919936,0.04593708,-0.062454265,-0.007513384,0.08462731,0.10172026,0.0047386424
ENSG00000138074.15,0.06783146,-0.11007529,0.07882977,-0.12971345,-0.040520087,-0.037986856,-0.026719011,-0.0008362597,-0.01239836,-0.046407294,0.03678862,-0.005086758,-0.08070854,-0.05733236,0.10002986,-0.0084286425,-0.015342913,0.052510243,0.03723322,0.0708963
ENSG00000084774.14,-0.011998663,-0.04083106,0.1018222,-0.02070542,0.027597185,-0.008383092,0.07481503,0.06584228,-0.020836635,-0.08724697,0.054804426,-0.01142955,0.08483277,0.049685318,0.042024016,-0.007207169,-0.03801785,0.057286747,-0.047157574,0.032359242
ENSG00000115207.13,0.017504433,-0.057818066,0.05006533,0.022491612,0.06735582,0.039625652,0.04195271,-0.039750904,0.0022448371,0.01279593,-0.053940576,0.072759315,0.026000382,-0.035807718,0.013500635,-0.005454438,-0.09675944,0.090862036,0.047376532,-0.06887642
ENSG00000163795.14,-0.0639497,-0.044593647,-0.037271716,0.034511022,0.095765516,-0.013731969,0.004241896,0.044131298,-0.08699391,-0.055551607,-0.04866959,0.018089768,0.029221028,-0.06875618,-0.012722384,-0.10953487,0.021243433,-0.034948517,-0.044627294,-0.07514608
ENSG00000115241.11,-0.051425412,-0.024221202,0.053877413,0.013755282,0.11558366,-0.13076773,0.06960326,-0.024628036,-0.032037992,-0.06546403,0.02164025,0.082913846,-0.0059178085,-0.010241529,0.07722368,0.04385369,0.08088498,0.070128776,0.034016743,-0.08823329
ENSG00000243943.10,0.06157474,-0.08017631,0.08853095,0.013080845,0.085194185,-0.056323826,0.02788867,0.041661736,-0.0682519,0.049338024,0.03319633,-0.0048929593,0.044374444,0.010336185,0.054428827,0.048993018,-0.010289539,0.08218518,0.014117539,0.02743774
ENSG00000176714.10,0.06936279,-0.07298317,-0.044665918,-0.12128897,0.108367614,0.051651806,-0.021532767,0.009250919,-0.043602087,-0.10416913,0.059711814,0.017014122,-0.021990795,0.057382014,-0.03150952,0.030941343,-0.10467541,0.03525593,-0.04202319,-0.081212044
ENSG00000119760.16,0.10116832,-0.052878425,0.07986619,0.052836567,-0.02170375,-0.039368387,0.028330337,0.05740673,0.018707652,-0.08404493,0.002271237,-0.0029979642,0.052150074,-0.07568509,-0.068671584,0.044051025,-0.093232766,-0.09129944,0.0065571927,0.040701866
ENSG00000163798.13,0.08698958,-0.00427536,0.064280026,0.04051798,0.0166094,0.0035557388,0.077819504,-0.04420844,-0.016358169,-0.091646224,0.0544138,0.016633473,0.019907463,-0.08420299,0.032332182,-0.04185861,-0.062827624,-0.029702958,0.036577344,-0.03533643
ENSG00000171174.15,0.024379725,-0.083459735,0.016910437,-0.043152094,-0.005744004,-0.079688005,-0.05030946,-0.036581006,-0.04198928,-0.0433965,0.006420102,0.0563188,0.0058312872,-0.107949995,-0.053656094,-0.08586802,0.043689035,-0.07365312,0.049642082,-0.043338988
ENSG00000158019.21,-0.04090744,-0.023807902,0.06611098,-0.10579145,0.034458224,0.048569094,0.055101,0.050027255,0.043650005,-0.06599341,0.029622229,-0.07239542,0.0118027665,0.004910866,-0.050280508,-0.10297123,0.0026326627,0.08673506,0.030844837,-0.04783386
ENSG00000119801.13,-0.0011873081,-0.047061328,-0.026012786,0.115198754,-0.06996604,-0.004012551,0.024601206,-0.036064014,-0.15095638,0.03555209,0.014752199,-0.07468537,0.07781945,-0.14306569,-0.07570002,0.037783768,-0.09011512,0.1360336,0.08131801,-0.018652756
ENSG00000213626.13,-0.07943335,-0.09141876,-0.0075785317,-0.18099083,-0.08370479,0.05352486,0.07764963,0.059235327,-0.024792323,-0.02558106,0.024101943,-0.010565471,0.0040617324,-0.08933489,-0.0047485,-0.17416018,0.029500954,-0.018989021,-0.075228944,-0.106388584
ENSG00000162949.16,-0.057706404,-0.10063335,0.12706424,-0.09102503,0.08908365,-0.055006675,0.008941632,0.05536658,0.05132562,0.050544094,-0.025866618,-0.014106431,-0.02459585,-0.022984056,-0.027482236,0.029285563,-0.042150024,0.053336773,0.045113318,0.0153648425
ENSG00000158125.10,0.05056129,-0.05697871,0.029420173,-0.093362466,0.07578688,-0.027212193,0.047763094,-0.008589073,0.008413142,-0.09025928,0.043544114,0.05732706,-0.04660842,-0.07924975,-0.09119469,-0.03936889,-0.06619992,-0.06847108,-0.04285426,-0.031736158
ENSG00000021574.13,0.09787478,0.036777057,0.029937573,-0.040802367,0.027061045,0.0036163977,0.037016872,-0.03093572,-0.032712318,-0.0637503,-0.028120486,0.05369441,0.04119603,0.0034310485,-0.011283121,-0.044476107,-0.102846764,0.09175563,-0.062106725,0.0037265285
ENSG00000152683.14,0.08678784,-0.06578138,-0.041445766,-0.09683979,0.025143713,-0.019125968,-0.0028722354,-0.014084434,0.045585014,-0.07687021,0.010705098,-0.030773297,0.07688985,-0.058571532,0.04671727,-0.054038964,-0.047580317,-0.0506987,-0.029838562,-0.055150032
ENSG00000018699.13,0.024006993,-0.045463365,0.033857632,0.0055551147,0.12473206,0.049039457,-0.03477767,0.06819497,-0.05731765,-0.119691506,0.055572603,0.054227754,0.016098289,-0.00617196,0.0053940453,-0.12897767,-0.009782371,-0.019359838,-0.002084539,0.034825947
ENSG00000119812.19,-0.0015765845,0.046210103,0.07644898,0.02542615,0.011128013,-0.044615705,0.034939732,0.0816548,-0.020745458,-0.031238014,-0.009696265,0.068923034,0.048595916,-0.054834746,0.035623815,-0.08328446,0.034817733,0.032873493,0.017888412,-0.0055760657
ENSG00000171055.15,0.02585224,0.05149238,-0.028853325,0.018252045,0.083157465,-0.065076135,0.054259565,0.028344255,-0.01797929,-0.059768423,0.011791452,-0.06239179,0.050599534,0.011177161,0.05657207,-0.0958062,-0.08139694,0.084225975,0.019657047,0.048401512
ENSG00000115808.12,0.0090037165,-0.09181592,-0.035408586,0.029611325,0.07404366,-0.097806096,0.020252127,-0.046136472,-0.09535142,-0.011118392,0.03368156,-0.031464435,0.028121619,-0.021831503,-0.009619453,-0.0070510614,-0.034716345,0.029927846,0.024289154,-0.053172406
ENSG00000008869.12,-0.012025695,0.049544424,-0.008733729,-0.046843413,0.072036654,0.06308146,0.020530358,-0.0516386,-0.09987578,-0.014097979,-0.062340938,0.07790338,0.013845317,-0.059236083,0.05345335,-0.08285502,-0.08184773,-0.0057736635,0.06766715,-0.03208956
ENSG00000152133.16,0.04906917,0.03146064,0.06817265,0.065663636,-0.056281224,0.043698695,0.050643973,0.059625328,-0.059009943,-0.061743405,-0.056477793,-0.007790758,0.11891449,-0.017888667,-0.056957167,-0.020559663,0.030486226,-0.060128566,0.084391624,-0.023737384
ENSG00000115816.15,-0.03828461,0.058714956,-0.02362405,-0.05164192,0.0014429227,-0.052639242,-0.07897002,-0.05397384,-0.008069861,-0.016392227,-0.012134603,-0.0017133702,-0.002188913,0.066623,-0.0038130989,0.08990312,0.033436924,-0.0885757,-0.0038435538,0.07993612
ENSG00000003509.16,-0.041841455,-0.005394929,0.086758815,-0.083220534,0.09349374,0.046008658,0.068440214,0.057356376,-0.08078223,-0.07849088,0.04784165,0.03557667,0.008083873,-0.010817885,-0.0673368,-0.11393706,0.06162074,-0.066035464,0.028850013,0.044222202
ENSG00000115828.17,-0.033526797,0.17156325,0.035714842,0.083282255,-0.030825447,0.15029596,0.03895329,0.103115134,-0.09487207,0.06815038,-0.08339373,0.11338403,-0.11282927,0.07734211,0.18177946,-0.12312597,0.00038258533,-0.0010863817,0.16100195,0.081342794
ENSG00000163171.8,0.055893745,-0.053908058,-0.03679673,-0.024465315,0.07105034,-0.026049037,0.043379672,0.0056098,-0.10232634,0.03912374,0.036067523,-0.07044816,0.015601675,-0.06425267,0.056791175,-0.024877416,-0.01783219,-0.09298521,0.05775419,-0.040992875
ENSG00000115841.21,-0.026408406,0.04108777,0.117707126,-0.010909088,0.1311009,-0.10825212,-0.055931535,0.043701556,-0.03263202,0.0140911285,-0.020663751,0.0531261,0.028529277,-0.07964403,0.053915463,-0.061489504,0.021239953,-0.07805121,-0.04909115,-0.00016884344
ENSG00000115875.19,-0.11079631,-0.05081436,-0.051989075,-0.052284513,0.094757736,0.08805857,-0.021727847,-0.073774435,0.16872688,0.09072612,0.05910292,0.038127903,-0.103548616,0.038970802,-0.038732365,-0.18656325,0.096760444,-0.0071539693,0.15680358,-0.13860807
ENSG00000011566.15,-0.035788868,-0.059031233,-0.038093217,0.0735949,0.13162883,0.074432574,0.10743716,0.14630425,-0.10664358,0.019007828,-0.110161155,-0.02691806,0.006783816,0.040833328,-0.055262618,0.044577427,-0.046913434,0.0028939268,0.08693956,0.027502589
ENSG00000138050.15,0.050102424,0.013911627,-0.007683239,0.017890707,0.071268186,-0.024836238,0.02755932,0.10414223,0.023267426,-0.04711207,0.018666431,0.10227358,0.010490945,0.0857542,-0.0015054521,-0.1286673,0.026520766,0.015949309,0.008629735,-0.108710825
ENSG00000162878.13,0.052272767,0.015368443,0.018442132,0.014419329,-0.047931492,-0.09042585,0.0048290584,0.0724116,0.026279116,0.013882511,0.041871857,-0.06639212,-0.044175714,-0.13150167,0.00091331365,0.011569346,-0.11666487,0.051342186,0.012267021,-0.10126838
ENSG00000057935.14,0.017156202,-0.08261027,0.06671249,-0.041327342,0.014284182,-0.042246077,-0.031741723,0.0020196436,-0.03118052,0.014555127,-0.008248231,-0.06406259,-0.044105,0.03999084,0.043966673,0.0026992536,-0.054055836,0.09933849,0.06169546,-0.049816236
ENSG00000162882.15,-0.008918211,-0.0261633,0.07198295,0.022560433,0.06655509,-0.0013672642,0.04265639,-0.04624604,-0.047729988,-0.0015860104,-0.005581868,-0.0320366,0.07264799,0.04327887,-0.023709673,-0.076453924,0.031418823,0.06749818,0.08891669,-0.08335824
ENSG00000231826.6,0.016272256,0.025260538,-0.0018650928,-0.051720083,-0.055940595,-0.07682635,0.050531343,0.01985158,-0.07873266,-0.09243039,-0.028814295,0.0048958226,0.0147684915,0.0016432452,0.0032052775,-0.031133037,0.019222457,-0.049981546,-0.007567963,-0.03997794
ENSG00000138036.18,-0.03241433,0.01651686,0.028088704,-0.007153211,0.04130617,-0.048237313,0.014072415,0.050831947,-0.03657792,-0.022934984,0.0032507044,-0.0124486005,-0.022114001,-0.0075150696,0.058033492,9.686969e-05,-0.054768573,0.031242685,0.054218113,-0.048183862
ENSG00000138032.21,0.13643666,0.047984388,0.16950896,0.012239925,0.03515042,0.01371704,-0.06921807,-0.048031133,0.022302153,-0.06217312,0.0476902,-0.03805677,-0.022049716,-0.0032833116,-0.08098672,-0.112897165,-0.10339925,-0.01872427,-0.017594576,-0.06127792
ENSG00000143919.15,0.08698202,0.03807658,0.13566107,0.040429913,0.01560423,-0.12324197,-0.00026852766,0.07702351,0.052521873,0.060588393,-0.06920737,-0.077954166,-0.03384842,-0.003069048,0.029383069,0.06363015,0.050098553,0.078709625,0.056189846,-0.092077166
ENSG00000068784.13,-0.030019067,-0.022733087,0.082684234,0.008554295,0.05560335,-0.06471775,0.03570518,-0.02906869,-0.022817094,-0.06568325,-0.058828242,-0.021218775,0.08274381,-0.0320234,0.012835603,0.034291282,0.031235931,-0.036000583,0.038325205,-0.025567561
ENSG00000119729.12,0.06250529,-0.026381783,-0.01851795,-0.0584675,-0.0010320983,0.04652161,0.0825849,-0.021353908,-0.042085014,0.022628607,-0.07086165,-0.03504893,0.08570887,-0.09329862,-0.03676511,-0.08823164,0.053235337,-0.03654874,0.06811556,-0.047154628
ENSG00000171150.9,0.0140173035,-0.04014656,-0.042637832,0.05181163,0.01890851,-0.08470833,-0.031941153,0.0135288155,-0.08992256,-0.084464,-0.04006992,-0.028667718,0.012392472,-0.028458372,0.05154618,0.03451673,-0.020473633,-0.011955244,0.0919482,-0.018556364
ENSG00000234690.7,0.056339324,0.036452565,-0.009934162,-0.05320451,-0.03777547,-0.032070857,0.06398938,0.044043876,-0.064390644,-0.043886412,-0.071467444,0.008788201,0.0009850365,0.03632292,-0.021105502,-0.002789401,-0.0029855005,-0.042754475,0.027527835,-0.0680446
ENSG00000162869.16,0.042964388,-0.04659894,0.032307003,0.0032932512,0.039029256,-0.026942912,-0.015379169,0.0025223983,-0.023770891,-0.056800168,-0.038760964,0.03877171,0.018053118,0.010915291,-0.040539537,-0.0029392126,-0.02549926,0.0395601,0.034063656,-0.050616696
ENSG00000143942.5,0.001969475,-0.04286701,0.069153056,-0.10655061,0.050309565,0.024604822,0.08383854,-0.028620165,-0.025248328,-0.07751754,0.0018970396,-0.029942032,-0.017590472,-0.091491066,0.018638905,-0.016358517,-0.06292719,-0.050743498,-0.057140697,0.010329067
ENSG00000068912.14,0.030629959,0.00046342786,-0.033529565,0.0070264773,0.008470378,-0.109952874,-0.07184325,0.05429866,-0.06284047,0.04852536,-0.09350305,-0.124177374,0.060700625,-0.07388974,0.05744584,0.048634496,0.021927165,0.06333953,0.10190308,0.07070157
ENSG00000068878.15,0.009162625,0.012597468,0.13149402,0.0010205768,-0.08074179,0.028435683,-0.02218892,-0.054685604,-0.11757084,0.048997782,-0.07314289,-0.009347546,-0.033365276,-0.10794601,-0.02434198,-0.06955511,-0.0014900411,-0.119266436,0.14421484,-0.0631243
ENSG00000085760.15,0.0544064,-0.0376842,0.066254504,0.03404397,-0.01850762,-0.043944426,-0.06819165,0.057095144,-0.080278344,0.008468518,-0.012615273,0.028283998,-0.044355936,-0.023602378,0.10374925,-0.063400134,-0.06460139,-0.011371578,0.045657467,0.009280785
ENSG00000115421.13,0.01614143,0.04510742,0.028733082,-0.016153183,0.09209589,-0.012160637,0.044593185,0.07763794,0.037781995,0.025998121,-0.03836585,-0.0048311343,0.07565336,0.016930057,0.0061575626,-0.020798072,-0.097839125,0.014642449,-0.0026459645,-0.052715037
ENSG00000162927.14,0.123574965,-0.0013842133,0.0318099,0.057523083,0.06782606,-0.09527311,0.018356834,0.15586701,-0.021663982,0.014375159,0.0059439098,0.090463705,0.04955395,-0.0825198,0.02472991,-0.031296957,0.07022539,-0.041200764,0.003962713,0.04482416
ENSG00000170264.13,0.071271755,0.052610915,-0.04042239,0.009264644,0.0148677565,-0.025833769,0.035940498,0.08825525,-0.082814954,-0.049784258,-0.059104025,-0.05383495,0.052860253,0.0043936097,-0.012655957,0.03919421,0.011452703,0.028455755,0.0015025398,-0.01715351
ENSG00000170340.11,0.057103597,-0.1121719,-0.023904655,0.035037186,0.101913705,0.019273506,0.12649345,-0.06911168,-0.14013359,-0.10366475,-0.011147018,0.008745721,-0.06251429,0.0029708855,-0.087959036,0.024178833,-0.015882308,0.015219721,0.03016678,-0.0027469497
ENSG00000169764.16,-0.029624235,0.07698283,-0.030447068,0.10963086,0.07129985,0.027811917,-0.08615071,-0.09975609,0.056640256,-0.03170837,-0.032531917,0.00080124615,0.06853408,-0.0477692,0.0311468,-0.012495375,-0.022399524,-0.092412345,-0.081820205,0.0033250588
ENSG00000143952.20,-0.03506505,-0.08839835,0.099785276,-0.031350408,0.005895178,-0.12469714,-0.014373669,0.027894752,0.015291021,0.030582087,-0.04782774,-0.056438442,-0.04569676,-0.10067295,0.04938553,0.033544283,-0.07399518,-0.08041799,0.037658516,-0.0005072831
ENSG00000197329.12,0.0710732,-0.064213015,0.03084354,0.025137387,-0.016748784,-0.084667794,-0.07285416,-0.010714393,-0.011260714,-0.034640882,0.03172426,-0.0115848975,-0.0019015822,-0.085409306,0.0033441463,-0.038540673,-0.072894916,0.035015643,0.03287397,-0.026197411
ENSG00000119862.13,0.15848991,0.046148993,0.052006476,-0.043522198,-0.0030205254,-0.05764525,0.032520313,0.1373174,0.028318089,-0.0590295,-0.03992871,-0.06815947,-0.003588964,0.06589549,0.0890698,-0.023306992,0.04846724,0.014407116,-0.0434484,0.004863834
ENSG00000179833.4,0.028474914,-0.050172515,0.01172575,-0.07105353,0.04233869,0.011041374,-0.019764928,-0.016237209,-0.002583679,-0.0787001,-0.08188963,-0.06800051,-0.065450594,-0.016742377,0.07972517,0.0074927253,-0.06045917,0.08120779,-0.0013843913,-0.046733312
ENSG00000115902.11,-0.04114149,-0.06470843,0.08612074,0.022262994,0.012937483,0.022347722,-0.027581513,-0.030068025,-0.071315035,-0.0831416,-0.00825173,0.039177287,0.040472988,-0.04050135,-0.0057299994,-0.04377193,-0.015268941,0.053875573,-0.014972163,-0.075353645
ENSG00000011523.14,0.046649486,-0.044781845,-0.051520523,-0.08287205,-0.046501093,0.029578626,-0.03727336,0.009635392,-0.054941468,-0.054652788,-0.011351947,-0.0712089,0.08982299,-0.009585721,0.045635927,-0.09014812,0.025408948,0.078880124,0.026257224,-0.04143251
ENSG00000143971.9,0.06841838,-0.054279346,-0.03525488,-0.024045227,0.068639755,-0.046416722,0.024689367,0.05434285,-0.04681983,0.023604007,-0.07271171,-0.026256958,-0.029356,-0.00481652,0.0010039186,0.026787652,-0.03675718,0.02572088,0.0149381915,-0.037426602
ENSG00000169621.10,-0.050982494,0.06731345,0.06474735,-0.11924372,-0.018529342,-0.09510819,0.045486476,-0.043654524,-0.034624252,-0.14945832,0.03644678,0.04592951,0.021876007,0.0029568695,0.039236307,-0.08741088,0.06785807,0.07721435,-0.06240185,-0.060236715
ENSG00000198380.13,0.006927482,0.035336986,-0.06449067,0.040261116,0.0400875,0.15555179,0.011863087,-0.10513773,-0.05825856,0.01263736,0.12789313,-0.11151186,0.061693188,0.099994645,-0.015909068,-0.028934496,-0.014050104,0.113832444,0.027915454,0.0515065
ENSG00000196975.16,-0.08736455,-0.033013787,-0.08488856,0.03597641,-0.09850448,-0.008840184,0.006558166,-0.051395133,0.033046804,-0.035469387,-0.046477202,-0.05676759,0.055065144,-0.056519,0.027733615,0.03653561,0.05499087,0.022097288,-0.047006253,0.11221587
ENSG00000087338.5,-0.054908615,0.008427242,-0.019733591,-0.11153514,-0.058602404,0.03116289,-0.008041512,-0.06082807,-0.112152964,-0.070063755,0.07595925,0.032978587,0.13329154,0.00024885853,-0.016287584,0.047807857,-0.05045466,0.099143825,0.08071588,-0.07807
ENSG00000059728.11,0.056008443,-0.014286552,-0.059058078,0.097446874,-0.031416353,0.19053268,-0.24705482,-0.08562599,-0.18700767,-0.09201062,0.087524295,0.06431901,-0.024795922,-0.14584003,0.034090817,-0.00029819054,-0.23053995,-0.155767,-0.052050672,0.09792296
ENSG00000115998.8,-0.008752878,-0.0649732,0.057275545,0.04989525,-0.051564164,-0.09448555,-0.037076894,0.1313015,-0.118594564,-0.0010006984,-0.016583107,0.07017078,-0.012740534,-0.027456477,0.00716782,-0.06605905,0.04044513,0.08495047,-0.028706947,0.03412093
ENSG00000116001.17,-0.04539069,0.0027278087,0.09179163,0.0208667,-0.020811712,-0.019186126,0.02779553,0.057573736,0.0013670233,-0.06515766,-0.0841688,0.059440628,-0.0031123576,0.03360548,0.06371122,0.030800302,-0.06518351,0.03956744,0.09894804,-0.026645748
ENSG00000163235.16,0.0037927146,0.016680792,0.014425899,-0.07877791,0.032097828,0.010917672,0.014244469,-0.016657945,-0.047510862,-0.03466333,-0.0014505766,-0.06586806,0.06816914,-0.05108521,0.028196221,-0.050649483,0.022805225,-0.040888183,0.050262272,-0.06789595
ENSG00000144043.12,0.12258877,-0.065441914,-0.04118606,-0.112274036,0.055396546,0.0346515,-0.0018328676,0.06819753,0.041054048,0.019846419,-0.096545026,0.05920724,-0.033085726,-0.06279,-0.031445947,0.04802246,0.037530247,0.090650566,0.0090274885,-0.10584431
ENSG00000124383.9,0.12568223,-0.086401194,-0.032196037,-0.03315734,0.10218164,0.04384713,0.11167241,0.0019680306,0.014048232,-0.020584516,0.0595541,-0.022166273,-0.0627061,0.1033323,-0.00111755,-0.10550748,-0.06318569,0.083752155,0.030577423,-0.06527493
ENSG00000075292.19,0.078725025,-0.048657764,-0.02289113,-0.027551517,-0.009294241,-0.010392297,-0.0050863973,0.016353803,-0.108368754,-0.122631334,0.04820893,0.004265228,0.009758959,-0.09938372,-0.070996076,-0.09600982,0.014387842,-0.063460365,-0.035815395,0.037646335
ENSG00000144036.16,-0.041461483,-0.039095562,0.065309525,-0.06993812,0.011178522,0.0153894005,0.026120512,0.027187774,-0.030707534,-0.014226698,-0.055147864,0.009545292,0.053027086,0.043324877,0.054768734,-0.049269028,-0.036109164,0.045134496,0.017639855,-0.037179165
ENSG00000135631.17,-0.0025723067,0.03812272,0.012399338,-0.09685544,-0.018006492,-0.00031575756,0.052165393,0.023805225,-0.08876006,-0.007092946,-0.10195212,0.06744762,0.032397687,-0.096254826,-0.050166383,0.024146626,0.03658214,0.05850658,-0.052107558,-0.03318935
ENSG00000135632.12,0.015895667,-0.05806641,0.09177164,-0.045557093,0.06588188,-0.018264784,0.06296748,0.033076223,-0.07345995,-0.010140107,-0.09922905,0.037263624,-0.05279884,0.05033634,0.073296756,0.04098634,0.00819739,-0.0037193694,0.04881495,0.041931998
ENSG00000135617.4,-0.031106947,0.028934557,0.076090254,-0.05486717,0.023405181,-0.025610061,-0.010465796,0.06033103,-0.028172363,-0.050372314,0.015077621,-0.02067833,0.07379362,0.035752766,0.067864865,0.0048904945,-0.013304007,0.011331532,0.0831756,0.020359192
